dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,round,global_eval_auc_mean,global_eval_auc_std,global_eval_auc_ci95_low,global_eval_auc_ci95_high,global_eval_auc_n,global_eval_f1_mean,global_eval_f1_std,global_eval_f1_ci95_low,global_eval_f1_ci95_high,global_eval_f1_n,global_eval_ece_mean,global_eval_ece_std,global_eval_ece_ci95_low,global_eval_ece_ci95_high,global_eval_ece_n,cumulative_communication_bytes_mean,cumulative_communication_bytes_std,cumulative_communication_bytes_ci95_low,cumulative_communication_bytes_ci95_high,cumulative_communication_bytes_n,round_communication_bytes_mean,round_communication_bytes_std,round_communication_bytes_ci95_low,round_communication_bytes_ci95_high,round_communication_bytes_n,params_bytes_mean,params_bytes_std,params_bytes_ci95_low,params_bytes_ci95_high,params_bytes_n
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,36,0.820440260947752,0.0,0.820440260947752,0.820440260947752,1,0.2534692107545533,0.0,0.2534692107545533,0.2534692107545533,1,0.0091021334318386,0.0,0.0091021334318386,0.0091021334318386,1,38016.0,0.0,38016.0,38016.0,1,1056.0,0.0,1056.0,1056.0,1,176.0,0.0,176.0,176.0,1
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,37,0.8204280056179365,0.0,0.8204280056179365,0.8204280056179365,1,0.2531700444348109,0.0,0.2531700444348109,0.2531700444348109,1,0.0091815196304914,0.0,0.0091815196304914,0.0091815196304914,1,39072.0,0.0,39072.0,39072.0,1,1056.0,0.0,1056.0,1056.0,1,176.0,0.0,176.0,176.0,1
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,38,0.8204462185347281,0.0,0.8204462185347281,0.8204462185347281,1,0.2471566054243219,0.0,0.2471566054243219,0.2471566054243219,1,0.0089992196548868,0.0,0.0089992196548868,0.0089992196548868,1,40128.0,0.0,40128.0,40128.0,1,1056.0,0.0,1056.0,1056.0,1,176.0,0.0,176.0,176.0,1
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,39,0.8204238136018697,0.0,0.8204238136018697,0.8204238136018697,1,0.2476232105780789,0.0,0.2476232105780789,0.2476232105780789,1,0.0088816820216026,0.0,0.0088816820216026,0.0088816820216026,1,41184.0,0.0,41184.0,41184.0,1,1056.0,0.0,1056.0,1056.0,1,176.0,0.0,176.0,176.0,1
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,40,0.8204294472308806,0.0,0.8204294472308806,0.8204294472308806,1,0.2498637305134634,0.0,0.2498637305134634,0.2498637305134634,1,0.0088046103052986,0.0,0.0088046103052986,0.0088046103052986,1,42240.0,0.0,42240.0,42240.0,1,1056.0,0.0,1056.0,1056.0,1,176.0,0.0,176.0,176.0,1
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,fixed_0p5,1,0.812584980693871,0.005120461289384619,0.8080966984823367,0.8170732629054053,5,0.09712387364088179,0.10050151630270028,0.009030410501382466,0.1852173367803811,5,0.03705083965475858,0.013921915136837012,0.024847742994561852,0.04925393631495531,5,1056.0,0.0,1056.0,1056.0,5,1056.0,0.0,1056.0,1056.0,5,176.0,0.0,176.0,176.0,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,fixed_0p5,2,0.8164139616902795,0.0046816529665228875,0.8123103119324376,0.8205176114481213,5,0.15861714176802383,0.07243075376425903,0.0951287868492785,0.22210549668676915,5,0.02814848564883224,0.012398375400365926,0.017280830448166723,0.039016140849497755,5,2112.0,0.0,2112.0,2112.0,5,1056.0,0.0,1056.0,1056.0,5,176.0,0.0,176.0,176.0,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,fixed_0p5,3,0.8185986117500598,0.00379322128094167,0.8152737067000091,0.8219235168001104,5,0.18806081167761432,0.04058076774521693,0.15249020041669945,0.2236314229385292,5,0.023594744066066285,0.010085470281529917,0.01475443958932079,0.03243504854281178,5,3168.0,0.0,3168.0,3168.0,5,1056.0,0.0,1056.0,1056.0,5,176.0,0.0,176.0,176.0,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,fixed_0p5,4,0.8199357035443556,0.0030872077613979415,0.8172296466296165,0.8226417604590948,5,0.20460431351501188,0.028578016098855914,0.1795545779446348,0.22965404908538894,5,0.02150565569129598,0.008527889990406613,0.014030630535805808,0.028980680846786153,5,4224.0,0.0,4224.0,4224.0,5,1056.0,0.0,1056.0,1056.0,5,176.0,0.0,176.0,176.0,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,fixed_0p5,5,0.8207771947250716,0.0026519572302046526,0.818452651722129,0.8231017377280142,5,0.2142630000630829,0.024900155665881333,0.19243705130114191,0.2360889488250239,5,0.019960302127789282,0.007257345917747993,0.013598957954929759,0.026321646300648805,5,5280.0,0.0,5280.0,5280.0,5,1056.0,0.0,1056.0,1056.0,5,176.0,0.0,176.0,176.0,5
