run_id,dataset,seed,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,experiment_track,client_id,decision_threshold,accuracy,precision,recall,specificity,balanced_accuracy,f1,pr_auc,brier,log_loss,ece,selection_rate,roc_auc
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,audit,global,0.6,0.7870151371807,0.3549639059225336,0.6469090394681002,0.8096961091900062,0.7283025743290532,0.4584001603849238,0.3926121521425288,0.1773304516199178,0.5298876582908291,0.2458599116436653,0.2539222642699464,0.819647722083252
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,logistic_regression,sigmoid,calib_f1_optimal,audit,global,0.2,0.7833293913591927,0.3515435835351089,0.6572358183618616,0.8037419561682735,0.7304888872650676,0.4580724673403993,0.3926121521425288,0.0995215663686484,0.3215964606952309,0.008156411628473,0.260485651214128,0.819647722083252
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,logistic_regression,isotonic,calib_f1_optimal,audit,global,0.2271,0.7967518133081047,0.3640707519490317,0.6143726128165229,0.8262761352966771,0.7203243740566,0.4572060216864933,0.3883799353395066,0.0993124519730112,0.3196609765919128,0.004286361944867,0.2351190476190476,0.8192823088372724
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,random_forest,none,calib_f1_optimal,audit,global,0.6438,0.8158506780195522,0.3880023640661938,0.5572216720894044,0.8577186433691346,0.7074701577292695,0.4574647233029441,0.4088996443117809,0.1761537863123779,0.5203346427778411,0.2545061701013307,0.2000946073793756,0.8197067844796392
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,random_forest,sigmoid,calib_f1_optimal,audit,global,0.2687,0.8158506780195522,0.3880023640661938,0.5572216720894044,0.8577186433691346,0.7074701577292695,0.4574647233029441,0.4088996443117809,0.0987763140408583,0.319986635703925,0.0065831462009203,0.2000946073793756,0.8197067844796392
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,random_forest,isotonic,calib_f1_optimal,audit,global,0.2585,0.8154170608640807,0.3873626373626374,0.5584948366105531,0.8570087251242356,0.7077517808673943,0.4574474248305428,0.4002239911794362,0.0987850993851097,0.320018418965468,0.0046022677628214,0.2008830022075055,0.819478988577187
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,audit,global,0.25,0.8216650898770104,0.3993694701515305,0.5555241193945395,0.8647491240524882,0.7101366217235139,0.4646787362442314,0.4201977573394045,0.0977091439096844,0.316036741263211,0.0095823246457319,0.1938071586250394,0.8258947379647048
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,gradient_boosting,sigmoid,calib_f1_optimal,audit,global,0.2,0.823458688111006,0.4019526381387619,0.5474607440939312,0.8681384111571667,0.707799577625549,0.4635563274839792,0.4201977573394045,0.1001473806485448,0.3285371624370353,0.0309981622154202,0.1897666351308735,0.8258947379647048
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,gradient_boosting,isotonic,calib_f1_optimal,audit,global,0.2491,0.8130518763796909,0.387271369914147,0.5870703069741123,0.8496347356127052,0.7183525212934088,0.4666854090525724,0.4122233972372414,0.09774928750774,0.3156472880882197,0.0048003035683408,0.2112109744560075,0.8256596465288814
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,decision_tree,none,calib_f1_optimal,audit,global,0.6289,0.7837630085146642,0.3498306650246305,0.642948083180082,0.806558728559324,0.7247534058697029,0.4531179901301032,0.39115091254712,0.1819691982272744,0.5292633178789429,0.2407519767367114,0.2560706401766004,0.811289434888795
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,decision_tree,sigmoid,calib_f1_optimal,audit,global,0.2257,0.7882174392935982,0.3532652083665974,0.625972556231433,0.8144823321959375,0.7202274442136852,0.4516458280173513,0.39115091254712,0.0999270560212828,0.325130898023963,0.008196008888201,0.2468858404288867,0.811289434888795
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,decision_tree,isotonic,calib_f1_optimal,audit,global,0.2203,0.7837630085146642,0.3498306650246305,0.642948083180082,0.806558728559324,0.7247534058697029,0.4531179901301032,0.3861502810528182,0.0996763028474128,0.3241839287832093,0.0033306471366026,0.2560706401766004,0.8114782051949945
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,mlp,none,calib_f1_optimal,audit,global,0.2584,0.8173092084515926,0.3911106711542269,0.5589192247842694,0.8591384798589323,0.7090288523216008,0.4601945140061731,0.4154540106660467,0.097848053598607,0.3156593369626278,0.0040235460527831,0.1991091138442131,0.8253204269041609
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,mlp,sigmoid,calib_f1_optimal,audit,global,0.2001,0.8173289183222958,0.3911493911493911,0.5589192247842694,0.8591613804474775,0.7090403026158734,0.460221316249272,0.4154540106660467,0.0998485547522892,0.326828484689845,0.0286105162091739,0.1990894039735099,0.8253204269041609
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,mlp,isotonic,calib_f1_optimal,audit,global,0.25,0.8112779880163986,0.3841959334565619,0.5880605460461168,0.847413378523828,0.7177369622849724,0.4647548772988987,0.4065710585762265,0.0979847414824954,0.3163754458817879,0.0059053233543685,0.2132608010091453,0.8250002122734565
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,xgboost,none,calib_f1_optimal,audit,global,0.65,0.8057395143487859,0.3784137509815897,0.6135238364690904,0.8368562072045251,0.7251900218368077,0.4681057744198597,0.4233748034150617,0.1744768615907173,0.5092939375737142,0.2351207304611751,0.2258948281299274,0.8270076842148985
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,centralized,not_applicable,xgboost,sigmoid,calib_f1_optimal,audit,global,0.25,0.8052467675812046,0.377696590118302,0.6142311500919507,0.8361691895481714,0.7252001698200611,0.467761917586857,0.4233748034150617,0.0975912368801831,0.3159240131301057,0.009934989170669,0.2265846736045411,0.8270076842148985
