dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,group_feature,group_value,count_mean,count_std,count_ci95_low,count_ci95_high,count_n,selection_rate_mean,selection_rate_std,selection_rate_ci95_low,selection_rate_ci95_high,selection_rate_n,true_positive_rate_mean,true_positive_rate_std,true_positive_rate_ci95_low,true_positive_rate_ci95_high,true_positive_rate_n,false_positive_rate_mean,false_positive_rate_std,false_positive_rate_ci95_low,false_positive_rate_ci95_high,false_positive_rate_n,demographic_parity_difference_mean,demographic_parity_difference_std,demographic_parity_difference_ci95_low,demographic_parity_difference_ci95_high,demographic_parity_difference_n,equalized_odds_difference_mean,equalized_odds_difference_std,equalized_odds_difference_ci95_low,equalized_odds_difference_ci95_high,equalized_odds_difference_n
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,federated_sigmoid,fixed_0p5,age_group,under_40,7626.2,77.63826376214244,7558.147061312534,7694.252938687466,5,0.0004959023788726599,0.0005031703992813915,5.4854077785570045e-05,0.0009369506799597497,5,0.00982916370053106,0.01031801959945655,0.0007850207592475424,0.01887330664181458,5,0.00018924409174502,0.00018043980142370112,3.1081632307676077e-05,0.00034740655118236394,5,0.02255546003113141,0.023465544557290215,0.0019870033495441655,0.04312391671271865,5,0.06292091190044342,0.05391013916867878,0.01566659144424864,0.1101752323566382,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,federated_sigmoid,fixed_0p5,bmi_category,healthy,17133.0,74.89659538323488,17067.3502396044,17198.6497603956,5,0.00016326627098892,0.0002550231346043822,-6.027136241678718e-05,0.00038680390439462713,5,0.00113384885175016,0.0016680077486349284,-0.00032822440372391997,0.00259592210722424,5,9.94395073607e-05,0.00016189974831488439,-4.247187900599788e-05,0.00024135089372739787,5,0.04965874102217217,0.04652691310009737,0.008876103555955243,0.0904413784883891,5,0.1186664452398554,0.10448269239105504,0.027083327397684556,0.21024956308202625,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,federated_sigmoid,fixed_0p5,bmi_category,obese,14726.6,61.096644752392095,14673.046429661506,14780.153570338494,5,0.04965874102217217,0.04652691310009737,0.008876103555955243,0.0904413784883891,5,0.1186664452398554,0.10448269239105504,0.027083327397684556,0.21024956308202625,5,0.027074255747879777,0.02815676162131696,0.002393766007363192,0.05175474548839636,5,0.04965874102217217,0.04652691310009737,0.008876103555955243,0.0904413784883891,5,0.1186664452398554,0.10448269239105504,0.027083327397684556,0.21024956308202625,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,federated_sigmoid,fixed_0p5,bmi_category,overweight,18245.0,57.745129664760476,18194.384162162423,18295.615837837577,5,0.002741280350010474,0.0044192548790916225,-0.001132367343251747,0.006614928043272695,5,0.01049989379327288,0.016117674860525486,-0.0036278711246578964,0.024627658711203655,5,0.0015876181398252602,0.002655310503352669,-0.0007398641366261143,0.003915100416276634,5,0.04965874102217217,0.04652691310009737,0.008876103555955243,0.0904413784883891,5,0.1186664452398554,0.10448269239105504,0.027083327397684556,0.21024956308202625,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,federated_sigmoid,fixed_0p5,bmi_category,underweight,631.4,44.69116243733205,592.226468936283,670.5735310637169,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.04965874102217217,0.04652691310009737,0.008876103555955243,0.0904413784883891,5,0.1186664452398554,0.10448269239105504,0.027083327397684556,0.21024956308202625,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,federated_sigmoid,fixed_0p5,sex,female,28467.6,45.72526653831555,28427.52003672656,28507.679963273436,5,0.01406939785882472,0.013450719606662987,0.0022793222912039536,0.025859473426445487,5,0.06403662644668572,0.055960135779190165,0.014985404734789876,0.11308784815858156,5,0.00661377163440984,0.0072143943916157865,0.0002900761341605544,0.012937467134659125,5,0.003195231072041191,0.004720584716406962,-0.0009425438691763621,0.007333006013258744,5,0.01067241637838116,0.006379083135885058,0.005080903476204245,0.016263929280558077,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,federated_sigmoid,fixed_0p5,sex,male,22268.4,45.72526653831555,22228.320036726564,22308.47996327344,5,0.017162925503298194,0.01726700762066815,0.002027726002632407,0.03229812500396398,5,0.06493088878824935,0.06066318866053932,0.0117572594661201,0.11810451811037859,5,0.00862832470556896,0.009480238746612324,0.0003185290596707576,0.016938120351467162,5,0.003195231072041191,0.004720584716406962,-0.0009425438691763621,0.007333006013258744,5,0.01067241637838116,0.006379083135885058,0.005080903476204245,0.016263929280558077,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,global_isotonic,calib_f1_optimal,age_group,40_59,18603.8,190.1964773595978,18437.085437036832,18770.514562963166,5,0.1655473470753821,0.008929615474781133,0.1577201940072806,0.1733745001434836,5,0.5496508442988437,0.019313811374534,0.5327215422047216,0.5665801463929658,5,0.11856484375022128,0.008381998783650226,0.11121769787573679,0.12591198962470576,5,0.32092864842188773,0.03482946623875955,0.2903992752029668,0.35145802164080864,5,0.3947019354158102,0.042259208286494106,0.3576601061534723,0.4317437646781481,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,global_isotonic,calib_f1_optimal,age_group,60_plus,24506.0,146.14547546879444,24377.897842641116,24634.102157358884,5,0.3475743798876803,0.03902558310783443,0.31336694806493165,0.38178181171042896,5,0.665350349173979,0.04427241515379383,0.6265438662876848,0.7041568320602731,5,0.2700864753590539,0.03756087800086283,0.23716291416928767,0.30301003654882014,5,0.32092864842188773,0.03482946623875955,0.2903992752029668,0.35145802164080864,5,0.3947019354158102,0.042259208286494106,0.3576601061534723,0.4317437646781481,5
cdc,audit,3,non_iid,1.0,federated,fedprox,mlp,global_isotonic,calib_f1_optimal,age_group,under_40,7626.2,77.63826376214244,7558.147061312534,7694.252938687466,5,0.026645731465792466,0.005669493857899829,0.021676200989394098,0.03161526194219083,5,0.2706484137581686,0.06348104671995103,0.2150048229446976,0.32629200457163965,5,0.01876395426101998,0.003457632501952254,0.015733205745313436,0.021794702776726523,5,0.32092864842188773,0.03482946623875955,0.2903992752029668,0.35145802164080864,5,0.3947019354158102,0.042259208286494106,0.3576601061534723,0.4317437646781481,5
