run_id,dataset,seed,clients,partition,alpha,run_type,calibration,threshold_strategy,experiment_track,client_id,round,algorithm,model,local_val_auc_mean,local_val_f1_mean,local_val_ece_mean,global_eval_auc,global_eval_f1,global_eval_ece,params_bytes,server_to_client_bytes,client_to_server_bytes,round_communication_bytes,cumulative_communication_bytes,target_reached,params_l2_norm
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,none,calib_f1_optimal,audit,global,13,fedprox,logistic,0.8225978870806694,0.2346001194393339,0.0118772752262934,0.8234372867901024,0.2356723201418911,0.014187032695617,176,528,528,1056,13728,True,2.5968185762086327
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,none,calib_f1_optimal,audit,global,14,fedprox,logistic,0.8225838038034624,0.2386413223747347,0.0123591105796294,0.8234502710253393,0.2391352305316567,0.0139683057041139,176,528,528,1056,14784,True,2.599858436709531
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,none,calib_f1_optimal,audit,global,15,fedprox,logistic,0.8226239883560789,0.2428546637785685,0.0121514018683957,0.8234678619428382,0.2404395604395604,0.0139968162322584,176,528,528,1056,15840,True,2.602671683589321
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,none,calib_f1_optimal,audit,global,16,fedprox,logistic,0.8226560379900003,0.2455247189467226,0.0120480924191379,0.8234538896358081,0.2439505091426694,0.013792775252415,176,528,528,1056,16896,True,2.6047390476881764
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,none,calib_f1_optimal,audit,global,17,fedprox,logistic,0.8226161081483839,0.2453828554997245,0.0121048388436575,0.8234777977336245,0.2439772229522558,0.0138720187612316,176,528,528,1056,17952,True,2.6065645813417837
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,none,calib_f1_optimal,audit,global,18,fedprox,logistic,0.8225897622386037,0.2381649217910908,0.0121293111046474,0.8234629766567261,0.2377112559372583,0.0139991646645679,176,528,528,1056,19008,True,2.6080779068263933
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,none,calib_f1_optimal,audit,global,19,fedprox,logistic,0.8226190978384166,0.2415597735432336,0.0120592080876526,0.8234993636153538,0.2415458937198067,0.0139278803740752,176,528,528,1056,20064,True,2.609573283201131
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,none,calib_f1_optimal,audit,global,20,fedprox,logistic,0.82260751286162,0.2454909654120135,0.012065986011649,0.8234968399828065,0.2442814928313451,0.0139662297003243,176,528,528,1056,21120,True,2.6096710723075742
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,1,fedavg,logistic,0.8113405806872963,0.0695880518627933,0.1154969832918738,0.8223388846327471,0.1926411999062573,0.0177477918598706,176,528,528,1056,1056,True,2.328716087224705
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,2,fedavg,logistic,0.8232751931527021,0.2704456640623907,0.0837285805106247,0.8231262515083362,0.2308979364194088,0.0150870171745215,176,528,528,1056,2112,True,2.509703093090049
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,3,fedavg,logistic,0.8246418838469651,0.2867363088959409,0.0823153754854621,0.8232756123280947,0.2227231740306582,0.0144160064030045,176,528,528,1056,3168,True,2.581007855824333
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,4,fedavg,logistic,0.8246862812771245,0.289848771669058,0.0852603857759634,0.8234198319349488,0.2323198574451498,0.0143240499579379,176,528,528,1056,4224,True,2.612816746251203
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,5,fedavg,logistic,0.8250855316658047,0.289751246373185,0.0852416704478716,0.8233918290084551,0.2359314538419016,0.0138674548533706,176,528,528,1056,5280,True,2.627903351988913
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,6,fedavg,logistic,0.8251628917813042,0.2978189762938317,0.0848178974040528,0.8234161776891037,0.242583470169677,0.0139312674539408,176,528,528,1056,6336,True,2.6329629917116613
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,7,fedavg,logistic,0.8253110394952227,0.2978806636005682,0.0843564702796863,0.8235166305748878,0.2403697996918335,0.014204814787169,176,528,528,1056,7392,True,2.6358236237780406
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,8,fedavg,logistic,0.8252283460970052,0.2958287031796121,0.0841344642787915,0.8233842127566982,0.2378163332964968,0.0136452018059882,176,528,528,1056,8448,True,2.6355701562073595
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,9,fedavg,logistic,0.8251641732859135,0.2923454482790481,0.0858915885251099,0.8234539673857197,0.2293762575452716,0.0140482068161348,176,528,528,1056,9504,True,2.638191447941746
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,10,fedavg,logistic,0.8252816906666922,0.2963658741282943,0.0859882466879518,0.823443545657986,0.2442280337017179,0.0136936999897765,176,528,528,1056,10560,True,2.6387565486282467
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,11,fedavg,logistic,0.8251289593470932,0.2922296842934449,0.084824694290994,0.8234764630268087,0.2314711773870465,0.0139160031554068,176,528,528,1056,11616,True,2.6385434681810342
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,12,fedavg,logistic,0.825563180874869,0.292828095611083,0.0856031612373066,0.8234311607449845,0.2398589065255731,0.0141027512041785,176,528,528,1056,12672,True,2.639148628354898
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,13,fedavg,logistic,0.8253233441413849,0.2913006351106799,0.0848551007732483,0.8233200366838337,0.2330032268832758,0.0136933966270365,176,528,528,1056,13728,True,2.637990869180784
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,14,fedavg,logistic,0.8251082346237766,0.2981601034310946,0.0860348066509412,0.8233549820295172,0.2469512195121951,0.0131857394702686,176,528,528,1056,14784,True,2.638551510257161
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,15,fedavg,logistic,0.8250388751532635,0.2976743770319894,0.0841422612782214,0.823325900323,0.2420046158918562,0.0137083832247197,176,528,528,1056,15840,True,2.64032831449642
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,16,fedavg,logistic,0.8254110823997437,0.2942993459873234,0.0861813251445878,0.8234731554159861,0.2360496014171833,0.0141333150455218,176,528,528,1056,16896,True,2.6386677661518925
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,17,fedavg,logistic,0.8254930760659063,0.2926531995365208,0.0855810652438213,0.8233686400973212,0.2329816768461965,0.0134151499944383,176,528,528,1056,17952,True,2.636038849200953
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,18,fedavg,logistic,0.8252595676261182,0.2896857548521725,0.0853157065509234,0.8233379612780366,0.2343281926106734,0.0140134992372561,176,528,528,1056,19008,True,2.6379960017059463
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,19,fedavg,logistic,0.8251587089313465,0.2935542210984689,0.0854196934118998,0.8233259262396372,0.2358667994247151,0.013217257294641,176,528,528,1056,20064,True,2.638726765243077
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,20,fedavg,logistic,0.8252518490935623,0.2903468674597176,0.0849477302387017,0.8233376729554477,0.2311804008908686,0.0138239570472227,176,528,528,1056,21120,True,2.641042278190878
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,21,fedavg,logistic,0.8252543531770776,0.2942692032600033,0.0864924961337309,0.8234159638768469,0.2398589065255731,0.0137282540412259,176,528,528,1056,22176,True,2.64031643298663
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,22,fedavg,logistic,0.8252611552223842,0.2956201194510463,0.0853253221802134,0.823459720879178,0.2365948037589828,0.0139220284808804,176,528,528,1056,23232,True,2.637930659482309
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,23,fedavg,logistic,0.8253359098585881,0.2939095108163731,0.0855245623062959,0.823499519115177,0.2413452027695351,0.0136833065264518,176,528,528,1056,24288,True,2.636465390191136
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,24,fedavg,logistic,0.8254512595485108,0.2931169933009827,0.0834765117727488,0.8234151734194122,0.2302367128182224,0.0140269089635678,176,528,528,1056,25344,True,2.636487843753819
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,25,fedavg,logistic,0.8252172288571146,0.2959044944361613,0.0860868935530434,0.8233743838720404,0.2469781117281934,0.0133303568747966,176,528,528,1056,26400,True,2.637462795871598
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,26,fedavg,logistic,0.8252527088253597,0.2974560284319907,0.084159241043698,0.8234298033611112,0.2394273127753304,0.0137945880799141,176,528,528,1056,27456,True,2.638984017415165
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,27,fedavg,logistic,0.8252343027694843,0.2933153018107559,0.085150251411461,0.8233077003645268,0.2402025539409951,0.0134802455493056,176,528,528,1056,28512,True,2.6385114605044544
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,28,fedavg,logistic,0.8249880830013523,0.2941984820247215,0.0843135469633998,0.8233761753595868,0.2350204895337246,0.0138099409552392,176,528,528,1056,29568,True,2.637688251622825
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,29,fedavg,logistic,0.8253181090674616,0.2958145140245956,0.0857547000452717,0.8234151410236158,0.2397358282883874,0.0136227930728878,176,528,528,1056,30624,True,2.638724030071716
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,30,fedavg,logistic,0.8253379755122143,0.2948141361087631,0.0848038878756664,0.8234429204191136,0.2457442164993452,0.0133641526926732,176,528,528,1056,31680,True,2.6403447054413225
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,1,fedprox,logistic,0.8112532407767562,0.0646275558526937,0.1165099445359588,0.8220603228973914,0.1763790834031351,0.0189780975123909,176,528,528,1056,1056,True,2.269372514064838
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,2,fedprox,logistic,0.8232188650314601,0.2534024324163551,0.0849776625534112,0.822998382059975,0.2253141831238779,0.0153160590095473,176,528,528,1056,2112,True,2.466609396552387
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,3,fedprox,logistic,0.8243103025047666,0.2820323474375059,0.0823393662301477,0.8232301610256065,0.2201627486437613,0.0147318577794058,176,528,528,1056,3168,True,2.553376893154611
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,4,fedprox,logistic,0.8245821316088383,0.2917672362572054,0.0850761039889732,0.8233932932984569,0.2305803571428571,0.0141973604824331,176,528,528,1056,4224,True,2.5961676979714
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,5,fedprox,logistic,0.8249821653609839,0.2912815948064357,0.0846326585867872,0.8233725016762639,0.2355024347056219,0.013755417465462,176,528,528,1056,5280,True,2.6180775821382096
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,6,fedprox,logistic,0.8251200145760625,0.2976208778638807,0.085035191866813,0.8234027949855699,0.2426897382542985,0.0138323613541598,176,528,528,1056,6336,True,2.6271529203467403
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,7,fedprox,logistic,0.8252278790951509,0.2975484620493412,0.0843032620015772,0.8235107118628673,0.2399823866138265,0.0141942272031301,176,528,528,1056,7392,True,2.63218165313378
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,8,fedprox,logistic,0.8251552794309164,0.2957237989047628,0.0845901637841784,0.8233852980158809,0.2374267713054051,0.0137203633600167,176,528,528,1056,8448,True,2.6333840758784977
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,9,fedprox,logistic,0.8250998698654918,0.2923333538183418,0.0858979708329347,0.8234526100018466,0.2292993630573248,0.014005636290228,176,528,528,1056,9504,True,2.6369034855745417
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,10,fedprox,logistic,0.8252786817219088,0.2963658741282943,0.0859821232179578,0.8234501025671974,0.2442280337017179,0.0137959403130886,176,528,528,1056,10560,True,2.638148047906496
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,11,fedprox,logistic,0.8251220713640784,0.2925122552775186,0.084863427775986,0.8234823234263953,0.231787342898454,0.0138548510726394,176,528,528,1056,11616,True,2.6381706780620573
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,12,fedprox,logistic,0.8255877061389207,0.2928527168440663,0.0856032403962181,0.8234390556005913,0.2396648660566641,0.0140866375200414,176,528,528,1056,12672,True,2.6390851284679804
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,13,fedprox,logistic,0.8253730058014913,0.2912188156220687,0.0848544484601537,0.8233257318648582,0.2327806832090797,0.0138688505144902,176,528,528,1056,13728,True,2.637700263394071
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,14,fedprox,logistic,0.8251421374394443,0.2981729216070385,0.0863342720109449,0.823350245764069,0.246924333151878,0.0132665270850719,176,528,528,1056,14784,True,2.638463768459048
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,15,fedprox,logistic,0.8250849440915774,0.2980170345662953,0.0841052610701323,0.8233175648845609,0.242311072056239,0.0135901504936451,176,528,528,1056,15840,True,2.6405464300808723
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,16,fedprox,logistic,0.8254058822884254,0.2945789812091379,0.0861555602619827,0.8234698056906281,0.2364924712134632,0.0141001841825326,176,528,528,1056,16896,True,2.6388101409660467
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,17,fedprox,logistic,0.8255042786973451,0.2926779095940485,0.0856193220656477,0.8233714520524571,0.2327854286983562,0.0134143284975288,176,528,528,1056,17952,True,2.6360708149297967
cdc_seed42_c3_non_iid_a0p5_calib_f1_optimal,cdc,42,3,non_iid,0.5,federated,none,calib_f1_optimal,audit,global,18,fedprox,logistic,0.8252639873396254,0.289754660780714,0.0854775409180757,0.8233358717491623,0.2346938775510204,0.0138288801750965,176,528,528,1056,19008,True,2.637851263007779
