run_id,dataset,seed,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,experiment_track,client_id,decision_threshold,group_feature,group_value,count,selection_rate,true_positive_rate,false_positive_rate,demographic_parity_difference,equalized_odds_difference
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_sigmoid,calib_f1_optimal,audit,global,0.1463,sex,male,22205,0.2776401711326278,0.6477541371158393,0.2110939907550077,0.0481354219124812,0.0413684816187282
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,age_group,40_59,18361,0.1564184957246337,0.5382247306310929,0.1110772605410675,0.3385715525581581,0.3668363100647642
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,age_group,60_plus,24626,0.3728985624949241,0.6807897984368573,0.2971564460635499,0.3385715525581581,0.3668363100647642
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,age_group,under_40,7749,0.034327009936766,0.313953488372093,0.0246963022293418,0.3385715525581581,0.3668363100647642
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,bmi_category,healthy,17191,0.0984235937409109,0.4066543438077634,0.0777205288968899,0.3576558782601777,0.3784238656608922
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,bmi_category,obese,14697,0.4560794720010886,0.7568022440392707,0.3597736255839022,0.3576558782601777,0.3784238656608922
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,bmi_category,overweight,18227,0.2114994239315301,0.540041928721174,0.1620376215124353,0.3576558782601777,0.3784238656608922
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,bmi_category,underweight,621,0.1143317230273752,0.3783783783783784,0.0976027397260274,0.3576558782601777,0.3784238656608922
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,sex,female,28531,0.2224597805895342,0.6236092265943012,0.1629638573613459,0.0465787242517177,0.0406385017056537
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,audit,global,0.15,sex,male,22205,0.2690385048412519,0.6329787234042553,0.2036023590669996,0.0465787242517177,0.0406385017056537
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,age_group,40_59,18361,0.1556560100212406,0.5371985633658286,0.1103460882281257,0.3372721129414927,0.3658079266834396
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,age_group,60_plus,24626,0.3715991228782587,0.6797614150555327,0.2957903258449706,0.3372721129414927,0.3658079266834396
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,age_group,under_40,7749,0.034327009936766,0.313953488372093,0.0246963022293418,0.3372721129414927,0.3658079266834396
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,bmi_category,healthy,17191,0.0980164039322901,0.4066543438077634,0.0772859891985846,0.3571104927132837,0.3773018460255486
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,bmi_category,obese,14697,0.4551268966455739,0.755680224403927,0.3588753144089112,0.3571104927132837,0.3773018460255486
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,bmi_category,overweight,18227,0.2101826960004389,0.5387840670859538,0.1607120313091781,0.3571104927132837,0.3773018460255486
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,bmi_category,underweight,621,0.1127214170692431,0.3783783783783784,0.0958904109589041,0.3571104927132837,0.3773018460255486
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,sex,female,28531,0.2215835407101048,0.6222523744911804,0.1621588988167109,0.0465092311881163,0.0404339495972946
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,audit,global,0.2237,sex,male,22205,0.2680927718982211,0.6323877068557919,0.2025928484140056,0.0465092311881163,0.0404339495972946
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,audit,global,0.25,age_group,40_59,18361,0.1284243777572027,0.4730631092868138,0.087496953448696,0.2868145395496024,0.3397156878689026
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,audit,global,0.25,age_group,60_plus,24626,0.3143019572809226,0.6071575483340189,0.2422586520947176,0.2868145395496024,0.3397156878689026
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,audit,global,0.25,age_group,under_40,7749,0.0274874177313201,0.2674418604651162,0.0192230676812174,0.2868145395496024,0.3397156878689026
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,audit,global,0.25,bmi_category,healthy,17191,0.0769588738293293,0.3308687615526802,0.0599044012663728,0.3221702001313429,0.3983548766157461
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,audit,global,0.25,bmi_category,obese,14697,0.3991290739606722,0.6956521739130435,0.3041681638519583,0.3221702001313429,0.3983548766157461
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,audit,global,0.25,bmi_category,overweight,18227,0.1685411751796785,0.4587002096436058,0.1248579724782224,0.3221702001313429,0.3983548766157461
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,audit,global,0.25,bmi_category,underweight,621,0.0805152979066022,0.2972972972972973,0.0667808219178082,0.3221702001313429,0.3983548766157461
cdc_seed42_c3_iid_a0p5_calib_f1_optimal,cdc,42,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,audit,global,0.25,sex,female,28531,0.186919491079878,0.5563093622795116,0.1321339451018272,0.0372642513204822,0.0317787056606189
