dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,curve_type,point_id,class_label,curve_x_mean,curve_x_std,curve_x_ci95_low,curve_x_ci95_high,curve_x_n,curve_y_mean,curve_y_std,curve_y_ci95_low,curve_y_ci95_high,curve_y_n
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,3,class_1,0.125,0.0,0.125,0.125,3,0.2045550997312208,0.06064957574307913,0.13592364392347425,0.2731865555389673,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,4,class_0,0.17500000000000002,0.0,0.17500000000000002,0.17500000000000002,3,0.07073228448637796,0.021521745196032338,0.04637813713695274,0.09508643183580318,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,4,class_1,0.17500000000000002,0.0,0.17500000000000002,0.17500000000000002,3,0.1631536756731268,0.0736536422434212,0.07980673332809698,0.24650061801815662,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,5,class_0,0.225,0.0,0.225,0.225,3,0.037411928153220204,0.005422767171201957,0.03127548942456982,0.04354836688187059,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,5,class_1,0.225,0.0,0.225,0.225,3,0.1207148583015042,0.047345934687809406,0.06713788955290345,0.17429182705010496,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,6,class_0,0.275,0.0,0.275,0.275,3,0.02084716910557935,0.003970352733340464,0.01635429203561046,0.02534004617554824,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,6,class_1,0.275,0.0,0.275,0.275,3,0.08101098693827509,0.01236025918094163,0.0670240369661495,0.09499793691040068,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,7,class_0,0.32500000000000007,0.0,0.32500000000000007,0.32500000000000007,3,0.012648758406424378,0.0064596034519681395,0.005339028974394377,0.01995848783845438,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,7,class_1,0.32500000000000007,0.0,0.32500000000000007,0.32500000000000007,3,0.052954213231480175,0.009195439814965636,0.04254859351260484,0.06335983295035551,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,8,class_0,0.375,0.0,0.375,0.375,3,0.008496118350241602,0.005561072094609819,0.0022031728674620464,0.014789063833021157,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,8,class_1,0.375,0.0,0.375,0.375,3,0.037817701702268114,0.01767680379814245,0.017814515136979417,0.05782088826755681,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,9,class_0,0.42500000000000004,0.0,0.42500000000000004,0.42500000000000004,3,0.006511400676330714,0.00488928012366185,0.000978659373072989,0.01204414197958844,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,9,class_1,0.42500000000000004,0.0,0.42500000000000004,0.42500000000000004,3,0.030367331541472153,0.018693609031787923,0.009213521536480532,0.05152114154646377,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,10,class_0,0.4749999999999999,6.798699777552591e-17,0.47499999999999987,0.475,3,0.004442714177754368,0.00333469057169348,0.0006691565592609463,0.00821627179624779,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,10,class_1,0.4749999999999999,6.798699777552591e-17,0.47499999999999987,0.475,3,0.026972226151742346,0.018580865456706758,0.005945997512258851,0.047998454791225845,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,11,class_0,0.525,0.0,0.525,0.525,3,0.00399996946588194,0.0032475532315436773,0.0003250170303007527,0.007674921901463127,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,11,class_1,0.525,0.0,0.525,0.525,3,0.022775498656104117,0.01824869146979771,0.0021251602685096946,0.04342583704369854,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,12,class_0,0.5750000000000001,0.0,0.5750000000000001,0.5750000000000001,3,0.0033205853390432132,0.00262998080010113,0.00034448189815542134,0.006296688779931005,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,12,class_1,0.5750000000000001,0.0,0.5750000000000001,0.5750000000000001,3,0.021455179893431413,0.017367298287117805,0.0018022317847499886,0.04110812800211284,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,13,class_0,0.625,0.0,0.625,0.625,3,0.0028396729795955758,0.002453250599462675,6.355858737637846e-05,0.005615787371814773,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,13,class_1,0.625,0.0,0.625,0.625,3,0.016598293016456832,0.013401182346873252,0.001433427595020827,0.03176315843789284,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,14,class_0,0.6750000000000002,1.3597399555105182e-16,0.675,0.6750000000000003,3,0.0020305188510011374,0.0017311289892042831,7.156198667978468e-05,0.00398947571532249,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,14,class_1,0.6750000000000002,1.3597399555105182e-16,0.675,0.6750000000000003,3,0.015089357287688029,0.012616645822163885,0.0008122785187629159,0.02936643605661314,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,15,class_0,0.7250000000000001,0.0,0.7250000000000001,0.7250000000000001,3,0.0016106747276738347,0.0014044864551698904,2.1348687061416467e-05,0.003200000768286253,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,15,class_1,0.7250000000000001,0.0,0.7250000000000001,0.7250000000000001,3,0.013203187626727023,0.011405381907208871,0.0002967830106254659,0.026109592242828578,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,16,class_0,0.775,0.0,0.775,0.775,3,0.0011679300158014062,0.001092288457435759,-6.811073266777684e-05,0.002403970764270589,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,16,class_1,0.775,0.0,0.775,0.775,3,0.009336539821756968,0.00870771729891775,-0.000517169914295389,0.019190249557809326,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,17,class_0,0.8250000000000001,0.0,0.8250000000000001,0.8250000000000001,3,0.0007709864810192288,0.000827067471593765,-0.0001649284686115524,0.0017069014306500098,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,17,class_1,0.8250000000000001,0.0,0.8250000000000001,0.8250000000000001,3,0.006365822605743387,0.006296283232216124,-0.0007590925995242604,0.013490737811011035,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,18,class_0,0.875,0.0,0.875,0.875,3,0.0004198441233273029,0.00043591397119928046,-7.34389719589268e-05,0.0009131272186135326,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,18,class_1,0.875,0.0,0.875,0.875,3,0.004008110529542132,0.004476425439262816,-0.0010574417178945928,0.009073662776978856,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,19,class_0,0.9250000000000002,1.3597399555105182e-16,0.925,0.9250000000000003,3,0.00021373882642117237,0.00027702456182203275,-9.974397604540158e-05,0.0005272216288877464,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,19,class_1,0.9250000000000002,1.3597399555105182e-16,0.925,0.9250000000000003,3,0.0011788560381006273,0.0014723907196676567,-0.00048731091147013236,0.002845022987671387,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,20,class_0,0.9750000000000001,0.0,0.9750000000000001,0.9750000000000001,3,1.526705903008374e-05,2.644332192225826e-05,-1.4656376668880389e-05,4.519049472904787e-05,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,score_hist,20,class_1,0.9750000000000001,0.0,0.9750000000000001,0.9750000000000001,3,4.715424152402509e-05,8.167354211198554e-05,-4.526807186306409e-05,0.00013957655491111427,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,1,,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,2,,0.02,0.0,0.02,0.02,3,0.6528052148310445,0.1208008678754716,0.5161061642020064,0.7895042654600826,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,3,,0.04,0.0,0.04,0.04,3,0.5775663201228629,0.01223844341513601,0.563717217666489,0.5914154225792368,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,4,,0.06,0.0,0.06,0.06,3,0.5702859250196218,0.006572347104476448,0.5628486141344666,0.577723235904777,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,5,,0.08,0.0,0.08,0.08,3,0.5620798336127103,0.011461358793984674,0.5491100851861379,0.5750495820392827,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,6,,0.10000000000000002,1.6996749443881478e-17,0.1,0.10000000000000003,3,0.5524550101946019,0.011961292017534042,0.538919534068891,0.5659904863203127,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,7,,0.12,0.0,0.12,0.12,3,0.5413066455883947,0.011758370482170398,0.5280007967966943,0.5546124943800951,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,8,,0.14,0.0,0.14,0.14,3,0.5345099087054721,0.009762561860912925,0.5234625299774504,0.5455572874334939,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,9,,0.16,0.0,0.16,0.16,3,0.5271344262591199,0.01156235129148701,0.514050394063134,0.5402184584551057,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,10,,0.18000000000000002,3.3993498887762956e-17,0.18,0.18000000000000005,3,0.5203275618554791,0.012467631046606567,0.5062191091792853,0.534436014531673,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,11,,0.20000000000000004,3.3993498887762956e-17,0.2,0.20000000000000007,3,0.509998336072814,0.013766779685580224,0.4944197583164197,0.5255769138292082,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,12,,0.22,0.0,0.22,0.22,3,0.502485902565272,0.015305295524972104,0.48516633024218797,0.519805474888356,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,13,,0.24,0.0,0.24,0.24,3,0.4941388603349006,0.014015409249818351,0.4782789317406572,0.509998788929144,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,14,,0.26,0.0,0.26,0.26,3,0.48612857909113555,0.01247191362198959,0.47201528022468325,0.5002418779575878,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,15,,0.28,0.0,0.28,0.28,3,0.4781924346734823,0.010823036804364783,0.46594501557708184,0.4904398537698828,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,16,,0.3,0.0,0.3,0.3,3,0.47036436147271865,0.010527395196113528,0.4584514923500489,0.4822772305953884,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,17,,0.32,0.0,0.32,0.32,3,0.46352298253681806,0.010278176139823871,0.4518921313250509,0.4751538337485852,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,18,,0.34,0.0,0.34,0.34,3,0.4566180191702141,0.010233081135496553,0.4450381977597064,0.46819784058072184,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,19,,0.36000000000000004,6.798699777552591e-17,0.36,0.3600000000000001,3,0.4492779720093694,0.009843422849007003,0.43813909045939126,0.4604168535593476,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,20,,0.38000000000000006,6.798699777552591e-17,0.38,0.3800000000000001,3,0.44177986109777784,0.008652723459067068,0.43198838274987894,0.45157133944567673,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,21,,0.4000000000000001,6.798699777552591e-17,0.4,0.40000000000000013,3,0.434250050579299,0.007404989857013895,0.4258705157202039,0.4426295854383941,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,22,,0.42,0.0,0.42,0.42,3,0.42826066627052506,0.0070047626075432695,0.420334031179459,0.4361873013615911,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,23,,0.44,0.0,0.44,0.44,3,0.42252747176857935,0.006430006309976477,0.41525123465562574,0.42980370888153296,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,24,,0.46,0.0,0.46,0.46,3,0.4165508623450018,0.0062640084390020185,0.4094624695064126,0.4236392551835911,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,25,,0.48,0.0,0.48,0.48,3,0.4111676724346496,0.005102350250612491,0.40539381958489545,0.4169415252844037,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,26,,0.5,0.0,0.5,0.5,3,0.4050121976133611,0.003908453082435523,0.4005893665924131,0.4094350286343091,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,27,,0.52,0.0,0.52,0.52,3,0.39840615028210175,0.003299578773530737,0.3946723254036055,0.402139975160598,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,28,,0.54,0.0,0.54,0.54,3,0.39256518306221916,0.0031246149809043265,0.3890293483535546,0.3961010177708837,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,29,,0.56,0.0,0.56,0.56,3,0.38428039887472926,0.0029257007516031615,0.38096965680637673,0.3875911409430818,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,30,,0.58,0.0,0.58,0.58,3,0.3773595139659403,0.00234211940518419,0.3747091563585879,0.3800098715732927,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,31,,0.6,0.0,0.6,0.6,3,0.3708389927383391,0.0020137764548117847,0.3685601901569234,0.3731177953197548,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,32,,0.62,0.0,0.62,0.62,3,0.36472318486606164,0.002238686545926937,0.3621898725574143,0.367256497174709,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,33,,0.64,0.0,0.64,0.64,3,0.3575249727524563,0.0016492820951996194,0.3556586343676554,0.35939131113725725,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,34,,0.66,0.0,0.66,0.66,3,0.3504131093179403,0.0017630378252599442,0.34841804420644984,0.35240817442943073,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,35,,0.68,0.0,0.68,0.68,3,0.3433380589137179,0.0022200260665790296,0.340825862925309,0.3458502549021268,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,36,,0.7000000000000001,0.0,0.7000000000000001,0.7000000000000001,3,0.3358679714748309,0.0012698082565997838,0.33443104816284736,0.3373048947868144,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,37,,0.7200000000000001,1.3597399555105182e-16,0.72,0.7200000000000002,3,0.32781141895140664,0.003002664246106612,0.32441358449028623,0.33120925341252705,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,38,,0.7399999999999999,1.3597399555105182e-16,0.7399999999999998,0.74,3,0.3194747414042152,0.003525021873526322,0.31548580364215895,0.3234636791662715,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,39,,0.7600000000000001,1.3597399555105182e-16,0.76,0.7600000000000002,3,0.3116837757273039,0.003704024416582359,0.30749227751906627,0.3158752739355415,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,40,,0.7799999999999999,1.3597399555105182e-16,0.7799999999999998,0.78,3,0.30418382488791956,0.0040090050898975525,0.2996472085589631,0.30872044121687603,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,41,,0.8000000000000002,1.3597399555105182e-16,0.8,0.8000000000000003,3,0.29652354789656343,0.003390839540068376,0.2926864517389383,0.30036064405418855,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,42,,0.82,1.3597399555105182e-16,0.8199999999999998,0.8200000000000001,3,0.2881742141990295,0.0025633336174984193,0.28527352914502185,0.29107489925303714,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,43,,0.84,0.0,0.84,0.84,3,0.2798048586166638,0.0020160114808511287,0.2775235268651926,0.28208619036813504,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,44,,0.86,0.0,0.86,0.86,3,0.2696786530561883,0.002628633696610905,0.26670407400640345,0.2726532321059732,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,45,,0.88,0.0,0.88,0.88,3,0.2587347447825412,0.0016989550799145204,0.2568121961239909,0.2606572934410915,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,46,,0.9,0.0,0.9,0.9,3,0.24780282875723403,0.0014209856305812862,0.24619483214202587,0.2494108253724422,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,47,,0.92,0.0,0.92,0.92,3,0.23744602181164795,0.001804750612775334,0.23540375423752022,0.23948828938577568,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,48,,0.9400000000000001,0.0,0.9400000000000001,0.9400000000000001,3,0.2250865155075945,0.0019208761917177007,0.22291283947031293,0.2272601915448761,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,49,,0.96,0.0,0.96,0.96,3,0.20946808294646557,0.0029649664174334024,0.20611290759434855,0.2128232582985826,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,50,,0.98,0.0,0.98,0.98,3,0.19045788258947216,0.0026647599960964905,0.18744242278337092,0.1934733423955734,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,pr,51,,1.0,0.0,1.0,1.0,3,0.13932907600126143,0.0,0.13932907600126143,0.13932907600126143,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,1,,0.0,0.0,0.0,0.0,3,4.715424152402509e-05,8.167354211198554e-05,-4.526807186306409e-05,0.00013957655491111427,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,2,,0.02,0.0,0.02,0.02,3,0.14136893729943423,0.004686706872936611,0.1360654292090167,0.14667244538985175,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,3,,0.04,0.0,0.04,0.04,3,0.2398959592987738,0.008600848802942915,0.23016318265036262,0.249628735947185,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,4,,0.06,0.0,0.06,0.06,3,0.319720912404502,0.008787138934230082,0.30977732862749663,0.3296644961815074,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,5,,0.08,0.0,0.08,0.08,3,0.38615568754931867,0.00834376703124083,0.37671382631189554,0.3955975487867418,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,6,,0.10000000000000002,1.6996749443881478e-17,0.1,0.10000000000000003,3,0.44569990486454586,0.006427502147988968,0.43842650147764356,0.45297330825144816,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,7,,0.12,0.0,0.12,0.12,3,0.5014769147400066,0.004249561537286511,0.49666808316492567,0.5062857463150874,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,8,,0.14,0.0,0.14,0.14,3,0.5489359216326007,0.002967448401978602,0.5455779376505709,0.5522939056146305,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,9,,0.16,0.0,0.16,0.16,3,0.5897875250693058,0.002531911318798344,0.5869223976936196,0.5926526524449919,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,10,,0.18000000000000002,3.3993498887762956e-17,0.18,0.18000000000000005,3,0.6288064769524927,0.002452387778643966,0.6260313389339441,0.6315816149710413,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,11,,0.20000000000000004,3.3993498887762956e-17,0.2,0.20000000000000007,3,0.6628536177340251,0.002950832474861018,0.6595144364435839,0.6661927990244663,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,12,,0.22,0.0,0.22,0.22,3,0.6941166326668684,0.0015444576436377836,0.6923689143157081,0.6958643510180287,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,13,,0.24,0.0,0.24,0.24,3,0.7209460260603967,0.0040146656769429676,0.7164030041741896,0.7254890479466038,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,14,,0.26,0.0,0.26,0.26,3,0.7452233797091673,0.00498948538469246,0.7395772454784263,0.7508695139399083,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,15,,0.28,0.0,0.28,0.28,3,0.7699451398215236,0.006328229197095,0.7627840743538681,0.7771062052891791,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,16,,0.3,0.0,0.3,0.3,3,0.7918393278080686,0.005621262295251027,0.7854782707013452,0.7982003849147921,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,17,,0.32,0.0,0.32,0.32,3,0.8115842279715273,0.0038259446168285843,0.8072547640688433,0.8159136918742113,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,18,,0.34,0.0,0.34,0.34,3,0.8308295637850621,0.002337916115721375,0.8281839626475033,0.833475164922621,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,19,,0.36000000000000004,6.798699777552591e-17,0.36,0.3600000000000001,3,0.8480801451915697,0.003014187131121021,0.8446692713585501,0.8514910190245893,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,20,,0.38000000000000006,6.798699777552591e-17,0.38,0.3800000000000001,3,0.8619017650409639,0.003291525112060674,0.8581770537383584,0.8656264763435695,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,21,,0.4000000000000001,6.798699777552591e-17,0.4,0.40000000000000013,3,0.8745230646079335,0.002767128428729024,0.8713917640152439,0.8776543652006231,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,22,,0.42,0.0,0.42,0.42,3,0.886839783014388,0.0018152730720823892,0.8847856081566219,0.8888939578721542,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,23,,0.44,0.0,0.44,0.44,3,0.8987074697930697,0.0019072542202242277,0.8965492084676491,0.9008657311184903,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,24,,0.46,0.0,0.46,0.46,3,0.9107179878783462,0.002142370258246732,0.9082936677095531,0.9131423080471394,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,25,,0.48,0.0,0.48,0.48,3,0.9206209001622732,0.002107631765478353,0.9182358902986562,0.9230059100258902,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,26,,0.5,0.0,0.5,0.5,3,0.9297731311100174,0.0015311271671842282,0.9280404976130281,0.9315057646070066,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,27,,0.52,0.0,0.52,0.52,3,0.9385430220915708,0.002029655371183518,0.9362462508247374,0.9408397933584042,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,28,,0.54,0.0,0.54,0.54,3,0.9458386538427864,0.0025429609465320376,0.9429610226362293,0.9487162850493436,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,29,,0.56,0.0,0.56,0.56,3,0.951955468161862,0.002626762287551646,0.9489830068107844,0.9549279295129397,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,30,,0.58,0.0,0.58,0.58,3,0.957978386899598,0.0031578002401881832,0.9544049995349074,0.9615517742642886,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,31,,0.6,0.0,0.6,0.6,3,0.9635210606659027,0.003495690041059898,0.9595653149969322,0.9674768063348732,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,roc,32,,0.62,0.0,0.62,0.62,3,0.9685185357546596,0.0035155786620081992,0.9645402839923989,0.9724967875169204,3
