dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,curve_type,point_id,class_label,curve_x_mean,curve_x_std,curve_x_ci95_low,curve_x_ci95_high,curve_x_n,curve_y_mean,curve_y_std,curve_y_ci95_low,curve_y_ci95_high,curve_y_n
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,roc,44,,0.86,0.0,0.86,0.86,3,0.9967935115763663,0.0002944781439335412,0.9964602781864521,0.9971267449662805,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,roc,45,,0.88,0.0,0.88,0.88,3,0.9977365964068468,0.0005100511070114895,0.9971594192447369,0.9983137735689566,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,roc,46,,0.9,0.0,0.9,0.9,3,0.9983496015466592,0.0005355692314613676,0.9977435479083495,0.9989556551849689,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,roc,47,,0.92,0.0,0.92,0.92,3,0.9986796812373274,0.00021608788112203637,0.9984351547805119,0.9989242076941429,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,roc,48,,0.9400000000000001,0.0,0.9400000000000001,0.9400000000000001,3,0.9991512236525675,0.00024502062633597715,0.9988739567124062,0.9994284905927288,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,roc,49,,0.96,0.0,0.96,0.96,3,0.9995284575847597,0.00021608788112208483,0.9992839311279442,0.9997729840415752,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,roc,50,,0.98,0.0,0.98,0.98,3,0.9999056915169519,8.167354211197102e-05,0.9998132692035648,0.9999981138303389,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,roc,51,,1.0,0.0,1.0,1.0,3,1.0,0.0,1.0,1.0,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,1,class_0,0.025000000000000005,4.2491873609703695e-18,0.025,0.02500000000000001,3,0.11165563621651743,0.0598369299447189,0.04394377569883154,0.17936749673420332,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,1,class_1,0.025000000000000005,4.2491873609703695e-18,0.025,0.02500000000000001,3,0.0022162493516291793,0.0016395849154254454,0.00036088435876012307,0.004071614344498236,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,2,class_0,0.07500000000000001,0.0,0.07500000000000001,0.07500000000000001,3,0.5859191914565538,0.06218715995591237,0.5155477953168125,0.6562905875962951,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,2,class_1,0.07500000000000001,0.0,0.07500000000000001,0.07500000000000001,3,0.2033290894515962,0.004602070376748985,0.19812135657273877,0.20853682233045362,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,3,class_0,0.125,0.0,0.125,0.125,3,0.11812123571575789,0.0003206082396317589,0.1177584333389845,0.11848403809253127,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,3,class_1,0.125,0.0,0.125,0.125,3,0.15725939548262366,0.004599895656436908,0.1520541235314671,0.1624646674337802,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,4,class_0,0.17500000000000002,0.0,0.17500000000000002,0.17500000000000002,3,0.05561026251708002,0.00150958715710361,0.05390200383610284,0.0573185211980572,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,4,class_1,0.17500000000000002,0.0,0.17500000000000002,0.17500000000000002,3,0.11515065780166926,0.0036861831152342284,0.1109793489264983,0.11932196667684022,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,5,class_0,0.225,0.0,0.225,0.225,3,0.03364096457278952,0.0010944468953991348,0.03240248132183154,0.0348794478237475,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,5,class_1,0.225,0.0,0.225,0.225,3,0.08893289951431131,0.005718897827372243,0.0824613574021127,0.09540444162650992,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,6,class_0,0.275,0.0,0.275,0.275,3,0.022564713246463766,0.00039154872415423183,0.02212163415433282,0.023007792338594714,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,6,class_1,0.275,0.0,0.275,0.275,3,0.06983543169708116,0.0018408281506995924,0.0677523385455382,0.07191852484862413,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,7,class_0,0.32500000000000007,0.0,0.32500000000000007,0.32500000000000007,3,0.016259417867039185,0.0007139696919009723,0.015451485103167155,0.017067350630911218,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,7,class_1,0.32500000000000007,0.0,0.32500000000000007,0.32500000000000007,3,0.05710378648559438,0.002791276198792613,0.05394516011867358,0.060262412852515185,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,8,class_0,0.375,0.0,0.375,0.375,3,0.011809070159769772,0.00066464330962482,0.011056955452064903,0.01256118486747464,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,8,class_1,0.375,0.0,0.375,0.375,3,0.04677700759183289,0.0010711384629226715,0.045564900315213666,0.047989114868452115,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,9,class_0,0.42500000000000004,0.0,0.42500000000000004,0.42500000000000004,3,0.009358707185441332,0.00046105507196255005,0.008836974256420042,0.00988044011446262,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,9,class_1,0.42500000000000004,0.0,0.42500000000000004,0.42500000000000004,3,0.040835573159805724,0.0023558251514682505,0.03816970604049251,0.04350144027911894,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,10,class_0,0.4749999999999999,6.798699777552591e-17,0.47499999999999987,0.475,3,0.007541927160861367,0.00017340045788353568,0.007345706070829506,0.007738148250893228,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,10,class_1,0.4749999999999999,6.798699777552591e-17,0.47499999999999987,0.475,3,0.03479983024473051,0.002454286543060895,0.03202254357197333,0.03757711691748769,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,11,class_0,0.525,0.0,0.525,0.525,3,0.005717513606766361,3.498122682235867e-05,0.005677928622150315,0.005757098591382406,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,11,class_1,0.525,0.0,0.525,0.525,3,0.03178195878719291,0.004293885014507363,0.02692297047596246,0.03664094709842335,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,12,class_0,0.5750000000000001,0.0,0.5750000000000001,0.5750000000000001,3,0.005099197716047968,0.00016084844776532626,0.004917180562600521,0.005281214869495415,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,12,class_1,0.5750000000000001,0.0,0.5750000000000001,0.5750000000000001,3,0.03079171971518838,0.001899678132549034,0.02864203154003475,0.03294140789034201,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,13,class_0,0.625,0.0,0.625,0.625,3,0.00469462065175075,0.00021845769148715164,0.004447412502056913,0.004941828801444587,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,13,class_1,0.625,0.0,0.625,0.625,3,0.026783609185646248,0.000712013432854316,0.025977890137281114,0.027589328234011383,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,14,class_0,0.6750000000000002,1.3597399555105182e-16,0.675,0.6750000000000003,3,0.003366386516133465,0.0003599110001946943,0.002959108878953905,0.0037736641533130245,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,14,class_1,0.6750000000000002,1.3597399555105182e-16,0.675,0.6750000000000003,3,0.025416136181449524,0.0006685267543149819,0.02465962694238365,0.026172645420515398,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,15,class_0,0.7250000000000001,0.0,0.7250000000000001,0.7250000000000001,3,0.0030305112174716224,0.0001261266069866513,0.0028877855257000164,0.0031732369092432283,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,15,class_1,0.7250000000000001,0.0,0.7250000000000001,0.7250000000000001,3,0.021172254444287265,0.0001633470842239701,0.020987409817513087,0.021357099071061442,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,16,class_0,0.775,0.0,0.775,0.775,3,0.0022518912069373516,0.00011751669314234745,0.002118908549874134,0.002384873864000569,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,16,class_1,0.775,0.0,0.775,0.775,3,0.018767388126561983,0.0016517451679291726,0.016898262512582304,0.02063651374054166,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,17,class_0,0.8250000000000001,0.0,0.8250000000000001,0.8250000000000001,3,0.0017175441408844208,0.0002860282592529095,0.0013938726956324262,0.0020412155861364153,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,17,class_1,0.8250000000000001,0.0,0.8250000000000001,0.8250000000000001,3,0.014287735181779601,0.0006482636433662241,0.01355415581133306,0.015021314552226142,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,18,class_0,0.875,0.0,0.875,0.875,3,0.0008473217761696476,0.00011450294272562803,0.0007177494987505821,0.000976894053588713,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,18,class_1,0.875,0.0,0.875,0.875,3,0.010373933135285519,0.0006978190496981533,0.009584276543555318,0.01116358972701572,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,19,class_0,0.9250000000000002,1.3597399555105182e-16,0.925,0.9250000000000003,3,0.0006641170678086426,2.2900588545125573e-05,0.0006382026123248296,0.0006900315232924556,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,19,class_1,0.9250000000000002,1.3597399555105182e-16,0.925,0.9250000000000003,3,0.0036308765973499316,0.0005717147947838988,0.002983920403640307,0.004277832791059556,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,20,class_0,0.9750000000000001,0.0,0.9750000000000001,0.9750000000000001,3,0.00012977000175571179,2.6443321922258267e-05,9.984656605674765e-05,0.00015969343745467592,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,score_hist,20,class_1,0.9750000000000001,0.0,0.9750000000000001,0.9750000000000001,3,0.0007544678643844014,0.00032669416844794216,0.0003847786108360447,0.0011241571179327582,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,1,,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.5773502691896258,0.013333333333333197,1.32,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,2,,0.02,0.0,0.02,0.02,3,0.5909496717449999,0.033630866152072274,0.5528927640780806,0.6290065794119192,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,3,,0.04,0.0,0.04,0.04,3,0.5779385672734602,0.013173237171896413,0.5630316460999655,0.5928454884469548,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,4,,0.06,0.0,0.06,0.06,3,0.569467460267469,0.0019254412735745456,0.5672886183537591,0.5716463021811788,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,5,,0.08,0.0,0.08,0.08,3,0.5676182503035012,0.010254481636327075,0.5560142119465595,0.5792222886604429,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,6,,0.10000000000000002,1.6996749443881478e-17,0.1,0.10000000000000003,3,0.5575104796082392,0.014519616345327275,0.5410799869734498,0.5739409722430285,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,7,,0.12,0.0,0.12,0.12,3,0.5404812434651747,0.006719844201372276,0.5328770239023684,0.548085463027981,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,8,,0.14,0.0,0.14,0.14,3,0.5341516507942236,0.008524753906588885,0.5245049836272445,0.5437983179612026,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,9,,0.16,0.0,0.16,0.16,3,0.5279986133743301,0.010948959633861208,0.5156086991820961,0.5403885275665641,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,10,,0.18000000000000002,3.3993498887762956e-17,0.18,0.18000000000000005,3,0.5195657404929778,0.013535272420479064,0.5042491378689615,0.534882343116994,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,11,,0.20000000000000004,3.3993498887762956e-17,0.2,0.20000000000000007,3,0.5122360171872874,0.014229092685113432,0.49613428302282164,0.5283377513517532,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,12,,0.22,0.0,0.22,0.22,3,0.5043735709997522,0.015249761650834187,0.4871168411711462,0.5216303008283583,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,13,,0.24,0.0,0.24,0.24,3,0.49396716490038034,0.012954521400231716,0.4793077439217931,0.5086265858789676,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,14,,0.26,0.0,0.26,0.26,3,0.4853342025533606,0.012958346758362651,0.47067045277454195,0.4999979523321793,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,15,,0.28,0.0,0.28,0.28,3,0.47858576041375844,0.010498823881000405,0.46670522277777315,0.49046629804974373,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,16,,0.3,0.0,0.3,0.3,3,0.4718030380156009,0.010384126772372031,0.46005229237643763,0.4835537836547642,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,17,,0.32,0.0,0.32,0.32,3,0.4626388506429167,0.009462880504387474,0.45193059329414265,0.4733471079916908,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,18,,0.34,0.0,0.34,0.34,3,0.45522802878677043,0.008584473661838742,0.4455137823549233,0.4649422752186176,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,19,,0.36000000000000004,6.798699777552591e-17,0.36,0.3600000000000001,3,0.4491898336117474,0.008410778527663223,0.43967214172754765,0.4587075254959472,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,20,,0.38000000000000006,6.798699777552591e-17,0.38,0.3800000000000001,3,0.442038069451882,0.008389733045471859,0.4325441927727067,0.4515319461310573,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,21,,0.4000000000000001,6.798699777552591e-17,0.4,0.40000000000000013,3,0.4345469981192897,0.009271042019356239,0.4240558264524241,0.4450381697861553,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,22,,0.42,0.0,0.42,0.42,3,0.42721748032331597,0.0073444184720313985,0.41890648843885353,0.4355284722077784,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,23,,0.44,0.0,0.44,0.44,3,0.42151213690607864,0.007375369583173639,0.4131661205422108,0.4298581532699465,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,24,,0.46,0.0,0.46,0.46,3,0.41775098861664556,0.005475360434348062,0.41155503500811064,0.4239469422251805,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,25,,0.48,0.0,0.48,0.48,3,0.4108471562889356,0.004561030692904638,0.40568586418420755,0.41600844839366363,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,26,,0.5,0.0,0.5,0.5,3,0.4041421751331606,0.004771131060286946,0.3987431320812491,0.40954121818507205,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,27,,0.52,0.0,0.52,0.52,3,0.39752664825089234,0.0019559727499431426,0.3953132567192261,0.39974003978255856,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,28,,0.54,0.0,0.54,0.54,3,0.3915618659365731,0.0027557048945066765,0.3884434922897779,0.3946802395833683,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,29,,0.56,0.0,0.56,0.56,3,0.3845176592468916,0.0031163452470778135,0.38099118262300674,0.3880441358707764,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,30,,0.58,0.0,0.58,0.58,3,0.37658707072691566,0.002922602778076737,0.37327983434562806,0.37989430710820327,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,31,,0.6,0.0,0.6,0.6,3,0.370823867091967,0.0025432845448021663,0.367945869699495,0.37370186448443904,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,32,,0.62,0.0,0.62,0.62,3,0.3647246687224411,0.0021993682197581233,0.3622358492883411,0.36721348815654103,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,33,,0.64,0.0,0.64,0.64,3,0.3577563670776606,0.002575013490727227,0.3548424650028656,0.36067026915245565,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,34,,0.66,0.0,0.66,0.66,3,0.3505967511539843,0.0016450988024820177,0.3487351466105295,0.3524583556974391,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,35,,0.68,0.0,0.68,0.68,3,0.34314147352745494,0.001564624072803062,0.3413709347134126,0.34491201234149726,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,36,,0.7000000000000001,0.0,0.7000000000000001,0.7000000000000001,3,0.33664014542322557,0.0022036491851332536,0.33414648162076266,0.3391338092256885,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,37,,0.7200000000000001,1.3597399555105182e-16,0.72,0.7200000000000002,3,0.3286652505005995,0.004220285139202139,0.32388954828869587,0.3334409527125032,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,38,,0.7399999999999999,1.3597399555105182e-16,0.7399999999999998,0.74,3,0.31981625894711335,0.0041501482398434595,0.31511992410835044,0.32451259378587627,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,39,,0.7600000000000001,1.3597399555105182e-16,0.76,0.7600000000000002,3,0.31221843241489106,0.00463254981387613,0.3069762088060226,0.3174606560237595,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,40,,0.7799999999999999,1.3597399555105182e-16,0.7799999999999998,0.78,3,0.30474302884513255,0.004439958551565649,0.29971874276585564,0.30976731492440945,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,41,,0.8000000000000002,1.3597399555105182e-16,0.8,0.8000000000000003,3,0.29657773880093835,0.003127992446786974,0.29303808212983423,0.30011739547204247,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,42,,0.82,1.3597399555105182e-16,0.8199999999999998,0.8200000000000001,3,0.2897121466522352,0.0031351156829433663,0.2861644292805988,0.2932598640238716,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,43,,0.84,0.0,0.84,0.84,3,0.2802147879422017,0.0017905785931403848,0.27818855751800237,0.2822410183664011,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,44,,0.86,0.0,0.86,0.86,3,0.2697261410711386,0.0026588608814152506,0.2667173567417178,0.27273492540055944,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,45,,0.88,0.0,0.88,0.88,3,0.25961462167972654,0.0033054309005903447,0.2558741744960492,0.2633550688634039,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,46,,0.9,0.0,0.9,0.9,3,0.2481098644362382,0.0023004056252452962,0.24550671041455602,0.2507130184579204,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,47,,0.92,0.0,0.92,0.92,3,0.23766331706103408,0.0027148457893572454,0.23459117984433836,0.2407354542777298,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,48,,0.9400000000000001,0.0,0.9400000000000001,0.9400000000000001,3,0.2252825873148124,0.0021377877516115516,0.2228634527404405,0.2277017218891843,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,49,,0.96,0.0,0.96,0.96,3,0.20984900680794547,0.002853133756800614,0.2066203820246007,0.21307763159129023,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,50,,0.98,0.0,0.98,0.98,3,0.19044008006112387,0.0025805914577096286,0.18751986592248074,0.193360294199767,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,pr,51,,1.0,0.0,1.0,1.0,3,0.13939594751494835,5.831911381664605e-05,0.13932995322506891,0.1394619418048278,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,1,,0.0,0.0,0.0,0.0,3,9.430848304805017e-05,0.00016334708422397108,-9.053614372612818e-05,0.00027915310982222854,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,2,,0.02,0.0,0.02,0.02,3,0.14169849577969537,0.004668984314419417,0.13641504265218188,0.14698194890720886,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,3,,0.04,0.0,0.04,0.04,3,0.2403923232894799,0.007853835846126438,0.23150487137921272,0.2492797751997471,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,4,,0.06,0.0,0.06,0.06,3,0.31998868298203426,0.00757717455982012,0.3114143027892888,0.32856306317477973,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,5,,0.08,0.0,0.08,0.08,3,0.38883387560711086,0.008749367543617836,0.37893303418227925,0.39873471703194246,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,6,,0.10000000000000002,1.6996749443881478e-17,0.1,0.10000000000000003,3,0.4464092045079455,0.008879908681641895,0.43636064187920404,0.456457767136687,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,7,,0.12,0.0,0.12,0.12,3,0.5022869807139152,0.004870373493158037,0.4967756342771507,0.5077983271506796,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,8,,0.14,0.0,0.14,0.14,3,0.5503843070684208,0.003270003007985247,0.5466839503192749,0.5540846638175667,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,9,,0.16,0.0,0.16,0.16,3,0.5891450936011694,0.003551625417579184,0.5851260510950053,0.5931641361073335,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,10,,0.18000000000000002,3.3993498887762956e-17,0.18,0.18000000000000005,3,0.629886358277927,0.0027075733899100656,0.6268224505559171,0.632950265999937,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,11,,0.20000000000000004,3.3993498887762956e-17,0.2,0.20000000000000007,3,0.6633187155184609,0.002136040298562961,0.6609015583733655,0.6657358726635563,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,12,,0.22,0.0,0.22,0.22,3,0.6956665252039421,0.003233075817687017,0.6920079555043841,0.6993250949035001,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,13,,0.24,0.0,0.24,0.24,3,0.7224029801480643,0.00553394753370632,0.7161407289954617,0.7286652313006668,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,14,,0.26,0.0,0.26,0.26,3,0.7464516433253171,0.006716624738274603,0.7388510669279675,0.7540522197226667,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,15,,0.28,0.0,0.28,0.28,3,0.7712547743669543,0.006320075796771417,0.7641029353403272,0.7784066133935814,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,16,,0.3,0.0,0.3,0.3,3,0.7923327203281935,0.005418225492206982,0.78620142099314,0.7984640196632469,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,17,,0.32,0.0,0.32,0.32,3,0.813929362946197,0.0055085761746214105,0.8076958221891493,0.8201629037032447,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,18,,0.34,0.0,0.34,0.34,3,0.8321309001744708,0.00406402818435713,0.8275320193526544,0.8367297809962871,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,19,,0.36000000000000004,6.798699777552591e-17,0.36,0.3600000000000001,3,0.8479747253265432,0.0027769004318075273,0.8448323666713821,0.8511170839817043,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,20,,0.38000000000000006,6.798699777552591e-17,0.38,0.3800000000000001,3,0.8622153062667987,0.0037078348909552195,0.8580194961008875,0.8664111164327098,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,21,,0.4000000000000001,6.798699777552591e-17,0.4,0.40000000000000013,3,0.8757014193426699,0.004415661756442476,0.8707046276753544,0.8806982110099854,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,22,,0.42,0.0,0.42,0.42,3,0.88730136275758,0.0024351867465790145,0.8845456895391978,0.8900570359759622,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,23,,0.44,0.0,0.44,0.44,3,0.8988541519309662,0.0034564412852936812,0.8949428204102214,0.9027654834517109,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,roc,24,,0.46,0.0,0.46,0.46,3,0.9112085632102609,0.003557255474615374,0.9071831496948038,0.9152339767257179,3
