dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,cell,count_mean,count_std,count_ci95_low,count_ci95_high,count_n
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,FN,3045.0,86.23804264940155,2947.4124680094837,3142.5875319905163,3
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,FP,6130.0,200.08248299139032,5903.585356186192,6356.414643813808,3
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,TN,37537.0,200.08248299139032,37310.585356186195,37763.414643813805,3
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,TP,4024.0,86.23804264940155,3926.4124680094837,4121.587531990516,3
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,sigmoid,calib_f1_optimal,FN,2872.3333333333335,389.68876469989914,2431.3589834620007,3313.3076832046663,3
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,sigmoid,calib_f1_optimal,FP,6694.0,1262.5751462784303,5265.261722871073,8122.738277128927,3
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,sigmoid,calib_f1_optimal,TN,36973.0,1262.5751462784303,35544.26172287107,38401.73827712893,3
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,sigmoid,calib_f1_optimal,TP,4196.666666666667,389.6887646998991,3755.6923167953346,4637.641016537999,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,isotonic,calib_f1_optimal,FN,2948.3333333333335,263.9116013617691,2649.6892425199076,3246.9774241467594,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,isotonic,calib_f1_optimal,FP,6398.0,670.9105752632015,5638.793213588463,7157.206786411537,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,isotonic,calib_f1_optimal,TN,37269.0,670.9105752632015,36509.79321358846,38028.20678641154,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,isotonic,calib_f1_optimal,TP,4120.666666666667,263.9116013617691,3822.022575853241,4419.310757480092,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,none,calib_f1_optimal,FN,2847.0,100.37429949942366,2733.415787482004,2960.584212517996,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,none,calib_f1_optimal,FP,6699.333333333333,378.3878081193068,6271.147219696854,7127.519446969812,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,none,calib_f1_optimal,TN,36967.666666666664,378.3878081193068,36539.48055303019,37395.85278030314,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,none,calib_f1_optimal,TP,4222.0,100.37429949942366,4108.415787482004,4335.584212517996,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,sigmoid,calib_f1_optimal,FN,2901.6666666666665,151.26907593204018,2730.489592916185,3072.843740417148,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,sigmoid,calib_f1_optimal,FP,6519.333333333333,555.4289633547511,5890.806292776516,7147.86037389015,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,sigmoid,calib_f1_optimal,TN,37147.666666666664,555.4289633547511,36519.13962610985,37776.19370722348,3
cdc,audit,shared,shared,shared,centralized,not_applicable,xgboost,sigmoid,calib_f1_optimal,TP,4167.333333333333,151.26907593204018,3996.1562595828514,4338.510407083814,3
