dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,accuracy_n,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,precision_n,recall_mean,recall_std,recall_ci95_low,recall_ci95_high,recall_n,specificity_mean,specificity_std,specificity_ci95_low,specificity_ci95_high,specificity_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,balanced_accuracy_n,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,f1_n,pr_auc_mean,pr_auc_std,pr_auc_ci95_low,pr_auc_ci95_high,pr_auc_n,brier_mean,brier_std,brier_ci95_low,brier_ci95_high,brier_n,log_loss_mean,log_loss_std,log_loss_ci95_low,log_loss_ci95_high,log_loss_n,ece_mean,ece_std,ece_ci95_low,ece_ci95_high,ece_n,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high,roc_auc_n,selection_rate_mean,selection_rate_std,selection_rate_ci95_low,selection_rate_ci95_high,selection_rate_n,decision_threshold_mean,decision_threshold_std,decision_threshold_ci95_low,decision_threshold_ci95_high,decision_threshold_n
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,calib_f1_optimal,0.8048525701671397,0.010545112388943399,0.7929196521534128,0.8167854881808667,3,0.37405946135122514,0.010817208751389654,0.36181863731761454,0.38630028538483574,3,0.5904182581223182,0.0413096185497049,0.5436720241183242,0.6371644921263122,3,0.839566110182365,0.01893706056590583,0.8181368088322085,0.8609954115325216,3,0.7149921841523416,0.01119053447808533,0.7023289022894768,0.7276554660152064,3,0.4572718523535197,0.003916132142464396,0.4528403316581171,0.4617033730489223,3,0.39721617965299566,0.005406736996700584,0.3910978807744498,0.40333447853154153,3,0.0989350682003215,0.0004320242514004737,0.09844618673735017,0.09942394966329282,3,0.3185570849296329,0.001730827652371365,0.3165984690600387,0.32051570079922714,3,0.004495405191365,0.0004580867753404177,0.0039770312061772044,0.005013779176552796,3,0.8213284181653385,0.0022128744311675852,0.8188243150142444,0.8238325213164327,3,0.22034321454851255,0.02205317283813057,0.1953877002103357,0.2452987288866894,3,0.2333333333333333,0.028867513459481284,0.20066666666666666,0.26599999999999996,3
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,0.7986571008094187,0.013781729233503657,0.7830616060470094,0.8142525955718279,3,0.3679190783574385,0.015726016456919116,0.3501234154814603,0.38571474123341665,3,0.6124864431555618,0.04447204990827655,0.5621615811830842,0.6628113051280393,3,0.828795200036641,0.02320168695362275,0.802540019628319,0.855050380444963,3,0.7206408215961014,0.010659356473015998,0.7085786242310969,0.732703018961106,3,0.4587316079146378,0.0015020699295412885,0.45703185577743966,0.46043136005183594,3,0.4008344576430991,0.005616789228019298,0.39447846228845357,0.40719045299774465,3,0.10174435847575057,0.0007537149774519538,0.10089144968730726,0.10259726726419388,3,0.33443608004167413,0.0020939643450689207,0.33206653632020805,0.3368056237631402,3,0.03825105062549456,0.002791196750970589,0.03509251416224777,0.04140958708874135,3,0.8214243599364601,0.002182887537315032,0.8189541901501923,0.8238945297227279,3,0.232688163565647,0.02616054788849961,0.20308471680912324,0.26229161032217074,3,0.1606,0.020741986404392426,0.1371282327891571,0.1840717672108429,3
cdc,audit,3,iid,0.5,federated,fedavg,logistic,global_isotonic,calib_f1_optimal,0.8006280878797435,0.011488104600556217,0.7876280737238684,0.8136281020356185,3,0.36985505652634565,0.01329585595478619,0.35480937913772514,0.38490073391496615,3,0.6069693968972509,0.03797854836450075,0.5639926236587665,0.6499461701357354,3,0.8319783818444133,0.019478145363564698,0.8099367854052346,0.854019978283592,3,0.7194738893708322,0.009289826608066215,0.708961460940764,0.7299863178009005,3,0.4589258984278901,0.0018404202806708942,0.45684326682473403,0.4610085300310462,3,0.39395153850840253,0.004883192171551241,0.38842568637149294,0.3994773906453121,3,0.09884912180760107,0.0004333264001608645,0.09835876682459258,0.09933947679060956,3,0.31828019923585454,0.0015125648790044824,0.3165685709453369,0.3199918275263722,3,0.0035867756770233,0.0009325051626611291,0.0025315467479243878,0.004642004606122213,3,0.8211902689908185,0.0021699090987522735,0.8187347856903464,0.8236457522912906,3,0.22917980658046877,0.022047799437507253,0.20423037281751272,0.2541292403434248,3,0.24123333333333333,0.015184312079687153,0.22405066666666668,0.258416,3
cdc,audit,3,iid,0.5,federated,fedavg,logistic,global_sigmoid,calib_f1_optimal,0.7981117943866289,0.014202968933390497,0.7820396220301385,0.8141839667431193,3,0.36738754547271296,0.016310018886211558,0.3489310216356064,0.3858440693098195,3,0.6141368416089027,0.04488011302231793,0.5633502127528983,0.6649234704649071,3,0.8278944435538659,0.023734085707522997,0.801036797240338,0.8547520898673937,3,0.7210156425813844,0.010653382912028242,0.7089602049369866,0.7330710802257822,3,0.45874330012553655,0.002103398839846223,0.4563630802681958,0.4611235199828773,3,0.4008344576430991,0.005616789228019298,0.39447846228845357,0.40719045299774465,3,0.10188434898523273,0.0007198853949069652,0.1010697219732237,0.10269897599724176,3,0.334408676093973,0.002175469628787018,0.33194690046141667,0.33687045172652935,3,0.03667755381084267,0.003219049278715249,0.03303485663434487,0.040320250987340475,3,0.8214243599364601,0.002182887537315032,0.8189541901501923,0.8238945297227279,3,0.23369336697151266,0.02666500274753015,0.20351907580362452,0.26386765813940083,3,0.16033333333333333,0.021183090740808652,0.136362409576044,0.18430425709062265,3
cdc,audit,3,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,0.7972117102911804,0.014931203846082725,0.7803154625538528,0.8141079580285081,3,0.3664345813560225,0.01702282319119001,0.34717144351449264,0.3856977191975524,3,0.6162587824774839,0.04710609604176976,0.5629532167063152,0.6695643482486526,3,0.8265051411821284,0.024951964665063293,0.7982693350904071,0.8547409472738496,3,0.7213819618298061,0.01113035887697377,0.7087867750699621,0.73397714858965,3,0.45849334458786356,0.0017820718873813083,0.45647674040742964,0.4605099487682975,3,0.4008344576430991,0.005616789228019298,0.39447846228845357,0.40719045299774465,3,0.09929777156225128,0.0005682347792516693,0.09865475337683412,0.09994078974766844,3,0.3205999472467225,0.0014316317029179194,0.3189799034665648,0.32221999102688026,3,0.012853261003507234,0.0021967145449844692,0.010367444485103317,0.015339077521911151,3,0.8214243599364601,0.002182887537315032,0.8189541901501923,0.8238945297227279,3,0.2351847471880584,0.028028554211648946,0.203467452282639,0.2669020420934778,3,0.21263333333333334,0.025672228834546743,0.1835824716058198,0.24168419506084687,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,federated_isotonic,calib_f1_optimal,0.7996885840428888,0.00812857147910071,0.7904902394969804,0.8088869285887972,3,0.36813312949328325,0.008573633045134598,0.35843115037406187,0.37783510861250463,3,0.6084311783844957,0.030019110125496892,0.5744613574133899,0.6424009993556015,3,0.8306501477087961,0.014267121801360375,0.814505379548146,0.8467949158694462,3,0.7195406630466459,0.007944009109488111,0.7105511704829426,0.7285301556103492,3,0.45834226605515,0.002709104460696755,0.4552766257634437,0.4614079063468563,3,0.3970732994237276,0.005344426060604851,0.39102551200720925,0.40312108684024595,3,0.0989344733036601,0.00043148504516124004,0.09844620200998883,0.09942274459733139,3,0.3185636249454799,0.0017141536877338282,0.3166238774431107,0.3205033724478491,3,0.004458305647983,0.0004593571802034576,0.0039384940643594785,0.004978117231606521,3,0.8213032774074654,0.002191879461058071,0.8188229323015942,0.8237836225133367,3,0.23052664774519074,0.016446148077356615,0.21191607922678593,0.24913721626359556,3,0.21666666666666667,0.028867513459481284,0.184,0.24933333333333335,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,federated_sigmoid,calib_f1_optimal,0.7986308209818143,0.013770477639541258,0.7830480585965789,0.8142135833670496,3,0.367837797466355,0.015714407643686052,0.35005527119920915,0.3856203237335008,3,0.6122506719479417,0.044362268352585874,0.562050039500495,0.6624513043953884,3,0.828802833566156,0.023171755817901575,0.802581523426395,0.8550241437059171,3,0.7205267527570488,0.010617377268782275,0.7085120593335791,0.7325414461805185,3,0.45860465415964,0.0014522665153042396,0.4569612598910899,0.46024804842819017,3,0.40085721386611944,0.005628494509158861,0.3944879727389288,0.40722645499331006,3,0.10174251972055881,0.0007546816845795486,0.10088851700001962,0.102596522441098,3,0.33442806703944733,0.0020985425538844757,0.3320533425870008,0.33680279149189385,3,0.03818794932396883,0.002774869186558035,0.035047889239191284,0.041328009408746376,3,0.8214227444660747,0.0021813859132191423,0.8189542739274357,0.8238912150047136,3,0.23264874382424047,0.026119902099343926,0.20309129210804522,0.2622061955404357,3,0.16063333333333332,0.020709981490415034,0.13719778309206287,0.18406888357460377,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_isotonic,calib_f1_optimal,0.8006543677073479,0.011635018981624697,0.7874881042788557,0.81382063113584,3,0.3699055983957278,0.01349702555925669,0.3546322761695314,0.38517892062192416,3,0.6068750884142028,0.0383932544892338,0.56342903101793,0.6503211458104756,3,0.8320241830215037,0.01971541181164781,0.8097140943208909,0.8543342717221165,3,0.7194496357178534,0.009379929733630386,0.7088352460027385,0.7300640254329682,3,0.4589199702333227,0.0018520220986076453,0.45682420993725725,0.46101573052938816,3,0.3941465202734184,0.004677876376545462,0.3888530048303591,0.3994400357164777,3,0.09884966307090988,0.0004316856668265408,0.09836116475245257,0.09933816138936719,3,0.31827701224037197,0.0015106835466502714,0.316567512877827,0.31998651160291697,3,0.0034341909671488,0.0010135853589033322,0.0022872111587221755,0.004581170775575424,3,0.8211944880033825,0.002163445782636731,0.8187463186336168,0.8236426573731481,3,0.22912724692526013,0.022309527685550504,0.203881639768358,0.25437285408216226,3,0.24113333333333334,0.015357517160444051,0.22375466666666666,0.258512,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,global_sigmoid,calib_f1_optimal,0.7971460107221696,0.014902187342175074,0.7802825982500724,0.8140094231942668,3,0.3663406224035324,0.016956137389885804,0.34715294665005736,0.3855282981570074,3,0.6163530909605319,0.04704927724393418,0.563111821711885,0.6695943602091788,3,0.8264135388279478,0.024912651310250264,0.7982222199851552,0.8546048576707403,3,0.7213833148942399,0.01111289957097683,0.7088078851990296,0.7339587445894502,3,0.4584500775504597,0.0016625120733268113,0.45656876803604984,0.46033138706486953,3,0.40085721386611944,0.005628494509158861,0.3944879727389288,0.40722645499331006,3,0.10188251480645437,0.0007208408611053071,0.10106680658265839,0.10269822303025035,3,0.3344006122860228,0.00218013077867383,0.3319335620658284,0.3368676625062172,3,0.03665100408534077,0.003212070074798322,0.03301620462155289,0.04028580354912865,3,0.8214227444660747,0.0021813859132191423,0.8189542739274357,0.8238912150047136,3,0.23527672658467358,0.02798845362120237,0.2036048097691646,0.26694864340018254,3,0.1594,0.021915063312707993,0.13460077130231668,0.1841992286976833,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,0.7972248502049827,0.014852809834890207,0.7804173136424462,0.8140323867675192,3,0.36641091827954475,0.016915901440443505,0.34726877378910326,0.38555306276998624,3,0.6160701655113878,0.04691190617637078,0.5629843462595006,0.6691559847632751,3,0.8265509423592187,0.02483113466526525,0.7984518682840002,0.8546500164344372,3,0.7213105539353032,0.011089516686630394,0.7087615844646538,0.7338595234059526,3,0.4584323227076586,0.001732282904079638,0.456472060065732,0.4603925853495852,3,0.40085721386611944,0.005628494509158861,0.3944879727389288,0.40722645499331006,3,0.09929670070587514,0.0005684606950075887,0.09865342687271389,0.09993997453903639,3,0.32060734605649716,0.0014250313328920737,0.31899477129814535,0.32221992081484896,3,0.012868936090474632,0.0021203489879419507,0.010469535334904731,0.015268336846044533,3,0.8214227444660747,0.0021813859132191423,0.8189542739274357,0.8238912150047136,3,0.23511904761904756,0.027898282858941,0.20354916862671324,0.2666889266113819,3,0.21273333333333333,0.025597135256378457,0.18376744798905673,0.24169921867760993,3
