dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,round,global_eval_auc_mean,global_eval_auc_std,global_eval_auc_ci95_low,global_eval_auc_ci95_high,global_eval_auc_n,global_eval_f1_mean,global_eval_f1_std,global_eval_f1_ci95_low,global_eval_f1_ci95_high,global_eval_f1_n,global_eval_ece_mean,global_eval_ece_std,global_eval_ece_ci95_low,global_eval_ece_ci95_high,global_eval_ece_n,cumulative_communication_bytes_mean,cumulative_communication_bytes_std,cumulative_communication_bytes_ci95_low,cumulative_communication_bytes_ci95_high,cumulative_communication_bytes_n,round_communication_bytes_mean,round_communication_bytes_std,round_communication_bytes_ci95_low,round_communication_bytes_ci95_high,round_communication_bytes_n,params_bytes_mean,params_bytes_std,params_bytes_ci95_low,params_bytes_ci95_high,params_bytes_n
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,14,0.8240523296255148,0.0008681159871618853,0.8230699639077184,0.8250346953433112,3,0.2318391517563844,0.007004958827597484,0.22391229462142412,0.23976600889134467,3,0.014294186830933366,0.0011255437057458826,0.013020514226399101,0.01556785943546763,3,14784.0,0.0,14784.0,14784.0,3,1056.0,0.0,1056.0,1056.0,3,176.0,0.0,176.0,176.0,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,15,0.8240965866029718,0.0008521848092694278,0.8231322487100711,0.8250609244958725,3,0.23306161199827172,0.006819138136630843,0.2253450307701746,0.24077819322636884,3,0.0139997367718988,0.0007706343174073688,0.013127681947919061,0.01487179159587854,3,15840.0,0.0,15840.0,15840.0,3,1056.0,0.0,1056.0,1056.0,3,176.0,0.0,176.0,176.0,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,16,0.824125092744171,0.0008503668695055997,0.8231628120437737,0.8250873734445683,3,0.23469054909965417,0.008860970262966597,0.2246634173091083,0.24471768089020005,3,0.013814364819872435,0.0002784374241306985,0.013499283213194758,0.014129446426550112,3,16896.0,0.0,16896.0,16896.0,3,1056.0,0.0,1056.0,1056.0,3,176.0,0.0,176.0,176.0,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,17,0.8241573524783248,0.000836282370205026,0.8232110098892742,0.8251036950673754,3,0.23546142914292348,0.008137010025679887,0.22625353548262256,0.2446693228032244,3,0.013541003553195567,0.0003235189227744669,0.013174907428378086,0.013907099678013048,3,17952.0,0.0,17952.0,17952.0,3,1056.0,0.0,1056.0,1056.0,3,176.0,0.0,176.0,176.0,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,18,0.8241680819661251,0.0008364655799699749,0.8232215320557086,0.8251146318765417,3,0.23486842937526395,0.003669535135136245,0.2307159594630434,0.2390208992874845,3,0.0132522109596776,0.0007750268969459764,0.012375185464018919,0.01412923645533628,3,19008.0,0.0,19008.0,19008.0,3,1056.0,0.0,1056.0,1056.0,3,176.0,0.0,176.0,176.0,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,19,0.8241956410702068,0.0008173269396210492,0.8232707485701388,0.8251205335702748,3,0.23686955842455293,0.004289889561977076,0.23201509139348653,0.24172402545561933,3,0.013043266829807798,0.0011173964851653887,0.011778813673264311,0.014307719986351285,3,20064.0,0.0,20064.0,20064.0,3,1056.0,0.0,1056.0,1056.0,3,176.0,0.0,176.0,176.0,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,20,0.8242076329142108,0.0008141178700745949,0.8232863718181891,0.8251288940102326,3,0.2386014716176755,0.00524212687249016,0.23266944663019712,0.2445334966051539,3,0.012903688624895132,0.0013402258494776718,0.011387080305152307,0.014420296944637957,3,21120.0,0.0,21120.0,21120.0,3,1056.0,0.0,1056.0,1056.0,3,176.0,0.0,176.0,176.0,3
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,21,0.8240584437921737,0.0,0.8240584437921737,0.8240584437921737,1,0.2350044762757386,0.0,0.2350044762757386,0.2350044762757386,1,0.0111345475073046,0.0,0.0111345475073046,0.0111345475073046,1,22176.0,0.0,22176.0,22176.0,1,1056.0,0.0,1056.0,1056.0,1,176.0,0.0,176.0,176.0,1
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,22,0.8240802850381734,0.0,0.8240802850381734,0.8240802850381734,1,0.2372124190306008,0.0,0.2372124190306008,0.2372124190306008,1,0.0109138646814191,0.0,0.0109138646814191,0.0109138646814191,1,23232.0,0.0,23232.0,23232.0,1,1056.0,0.0,1056.0,1056.0,1,176.0,0.0,176.0,176.0,1
cdc,audit,3,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,23,0.824099369401891,0.0,0.824099369401891,0.824099369401891,1,0.2347281270977847,0.0,0.2347281270977847,0.2347281270977847,1,0.0112985650811345,0.0,0.0112985650811345,0.0112985650811345,1,24288.0,0.0,24288.0,24288.0,1,1056.0,0.0,1056.0,1056.0,1,176.0,0.0,176.0,176.0,1
