dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,client_id,feature,method,rank_mean,rank_std,rank_ci95_low,rank_ci95_high,rank_n,mean_abs_shap_mean,mean_abs_shap_std,mean_abs_shap_ci95_low,mean_abs_shap_ci95_high,mean_abs_shap_n
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,Age,linear_logit_attribution_fallback,5.0,0.0,5.0,5.0,5,0.0775526336628282,0.0027907813492588696,0.07510640595437389,0.07999886137128252,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,DiffWalk,linear_logit_attribution_fallback,6.0,0.0,6.0,6.0,5,0.0471775073617917,0.006672904666421145,0.04132844853272635,0.05302656619085705,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,DiffWalk,linear_logit_attribution_fallback,6.0,0.0,6.0,6.0,5,0.0471775073617917,0.006672904666421145,0.04132844853272635,0.05302656619085705,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,Income,linear_logit_attribution_fallback,7.2,0.4472135954999579,6.808,7.5920000000000005,5,0.021777742342048316,0.0016666603712694088,0.02031685011490745,0.023238634569189183,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,Income,linear_logit_attribution_fallback,7.2,0.4472135954999579,6.808,7.5920000000000005,5,0.021777742342048316,0.0016666603712694088,0.02031685011490745,0.023238634569189183,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,HeartDiseaseorAttack,linear_logit_attribution_fallback,8.2,0.8366600265340756,7.466635152192307,8.933364847807692,5,0.01962559055351176,0.006543564234569953,0.01388990361160692,0.025361277495416598,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,HeartDiseaseorAttack,linear_logit_attribution_fallback,8.2,0.8366600265340756,7.466635152192307,8.933364847807692,5,0.01962559055351176,0.006543564234569953,0.01388990361160692,0.025361277495416598,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,PhysHlth,linear_logit_attribution_fallback,8.6,0.5477225575051662,8.119900010414497,9.080099989585502,5,0.01598968717703228,0.004589579108821968,0.011966743713860261,0.0200126306402043,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,PhysHlth,linear_logit_attribution_fallback,8.6,0.5477225575051662,8.119900010414497,9.080099989585502,5,0.01598968717703228,0.004589579108821968,0.011966743713860261,0.0200126306402043,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,Education,linear_logit_attribution_fallback,10.0,0.0,10.0,10.0,5,0.00749555061487156,0.0004367621408304705,0.007112711718808615,0.007878389510934506,5
