dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,client_id,feature,method,rank_mean,rank_std,rank_ci95_low,rank_ci95_high,rank_n,contribution_mean,contribution_std,contribution_ci95_low,contribution_ci95_high,contribution_n
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,Age,single_feature_probability_delta,2.8,2.4899799195977463,0.6174363697706315,4.982563630229368,5,-0.019819422516247562,0.03140477236823464,-0.04734691920289321,0.007708074170398087,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,Age,single_feature_probability_delta,2.8,2.4899799195977463,0.6174363697706315,4.982563630229368,5,-0.019819422516247562,0.03140477236823464,-0.04734691920289321,0.007708074170398087,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,GenHlth,single_feature_probability_delta,4.6,7.503332592921629,-1.9769610003405074,11.176961000340507,5,-0.0291740006220381,0.033003456918471244,-0.05810280610161557,-0.00024519514246062676,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,GenHlth,single_feature_probability_delta,4.6,7.503332592921629,-1.9769610003405074,11.176961000340507,5,-0.0291740006220381,0.033003456918471244,-0.05810280610161557,-0.00024519514246062676,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,MentHlth,single_feature_probability_delta,5.2,1.9235384061671346,3.513944247659645,6.886055752340355,5,0.0021312805902084808,0.002266082292514684,0.0001449718831292939,0.004117589297287668,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,MentHlth,single_feature_probability_delta,5.2,1.9235384061671346,3.513944247659645,6.886055752340355,5,0.0021312805902084808,0.002266082292514684,0.0001449718831292939,0.004117589297287668,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,BMI,single_feature_probability_delta,6.4,5.683308895353129,1.4183601093615774,11.381639890638423,5,-0.00896730853199034,0.015709741314736465,-0.0227375039315559,0.004802886867575221,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,BMI,single_feature_probability_delta,6.4,5.683308895353129,1.4183601093615774,11.381639890638423,5,-0.00896730853199034,0.015709741314736465,-0.0227375039315559,0.004802886867575221,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,HighBP,single_feature_probability_delta,7.0,4.795831523312719,2.796268324452666,11.203731675547335,5,0.02336224510996942,0.033372594380426654,-0.0058901236211338776,0.052614613841072716,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,HighBP,single_feature_probability_delta,7.0,4.795831523312719,2.796268324452666,11.203731675547335,5,0.02336224510996942,0.033372594380426654,-0.0058901236211338776,0.052614613841072716,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,Sex,single_feature_probability_delta,7.4,6.54217089351845,1.6655343753755059,13.134465624624495,5,0.00621215731327186,0.009382089097345704,-0.002011606371836997,0.014435920998380716,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,Sex,single_feature_probability_delta,7.4,6.54217089351845,1.6655343753755059,13.134465624624495,5,0.00621215731327186,0.009382089097345704,-0.002011606371836997,0.014435920998380716,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,HighChol,single_feature_probability_delta,8.6,6.107372593840989,3.2466518887709155,13.953348111229083,5,0.02142762657032558,0.032138528486058235,-0.006743035711197144,0.049598288851848304,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,HighChol,single_feature_probability_delta,8.6,6.107372593840989,3.2466518887709155,13.953348111229083,5,0.02142762657032558,0.032138528486058235,-0.006743035711197144,0.049598288851848304,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,Smoker,single_feature_probability_delta,9.6,4.219004621945797,5.901879396233811,13.298120603766188,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,Smoker,single_feature_probability_delta,9.6,4.219004621945797,5.901879396233811,13.298120603766188,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,Fruits,single_feature_probability_delta,9.8,2.16794833886788,7.8997094958928,11.700290504107201,5,2.085754591598e-05,4.6638890511954395e-05,-2.0023244079340796e-05,6.17383359113008e-05,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,PhysActivity,single_feature_probability_delta,9.8,1.7888543819998317,8.232000000000001,11.368,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,Fruits,single_feature_probability_delta,9.8,2.16794833886788,7.8997094958928,11.700290504107201,5,2.085754591598e-05,4.6638890511954395e-05,-2.0023244079340796e-05,6.17383359113008e-05,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,PhysActivity,single_feature_probability_delta,9.8,1.7888543819998317,8.232000000000001,11.368,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,HeartDiseaseorAttack,single_feature_probability_delta,11.0,2.23606797749979,9.040000000000001,12.959999999999999,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,HeartDiseaseorAttack,single_feature_probability_delta,11.0,2.23606797749979,9.040000000000001,12.959999999999999,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,Income,single_feature_probability_delta,11.2,8.983317872590282,3.325774704772539,19.07422529522746,5,-0.004838383946209101,0.007227558203060287,-0.01117361803593368,0.0014968501435154782,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,Income,single_feature_probability_delta,11.2,8.983317872590282,3.325774704772539,19.07422529522746,5,-0.004838383946209101,0.007227558203060287,-0.01117361803593368,0.0014968501435154782,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,Stroke,single_feature_probability_delta,11.8,3.492849839314596,8.738382127044591,14.86161787295541,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,Stroke,single_feature_probability_delta,11.8,3.492849839314596,8.738382127044591,14.86161787295541,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,Veggies,single_feature_probability_delta,12.0,0.0,12.0,12.0,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,Veggies,single_feature_probability_delta,12.0,0.0,12.0,12.0,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,Education,single_feature_probability_delta,12.6,7.300684899377592,6.2006675348127125,18.999332465187287,5,-0.00044069873526503847,0.0005914595366821992,-0.0009591358774101142,7.773840688003725e-05,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,Education,single_feature_probability_delta,12.6,7.300684899377592,6.2006675348127125,18.999332465187287,5,-0.00044069873526503847,0.0005914595366821992,-0.0009591358774101142,7.773840688003725e-05,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,CholCheck,single_feature_probability_delta,14.4,3.5777087639996643,11.264,17.536,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,CholCheck,single_feature_probability_delta,14.4,3.5777087639996643,11.264,17.536,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,AnyHealthcare,single_feature_probability_delta,15.8,3.8340579025361627,12.439300072901482,19.16069992709852,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,AnyHealthcare,single_feature_probability_delta,15.8,3.8340579025361627,12.439300072901482,19.16069992709852,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,HvyAlcoholConsump,single_feature_probability_delta,16.4,3.714835124201342,13.143803445736113,19.656196554263882,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,HvyAlcoholConsump,single_feature_probability_delta,16.4,3.714835124201342,13.143803445736113,19.656196554263882,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,PhysHlth,single_feature_probability_delta,17.0,0.0,17.0,17.0,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,PhysHlth,single_feature_probability_delta,17.0,0.0,17.0,17.0,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,NoDocbcCost,single_feature_probability_delta,17.6,1.51657508881031,16.27066332330745,18.929336676692554,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,NoDocbcCost,single_feature_probability_delta,17.6,1.51657508881031,16.27066332330745,18.929336676692554,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,calib_f1_optimal,global,DiffWalk,single_feature_probability_delta,20.0,1.224744871391589,18.926463787289876,21.073536212710124,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,gradient_boosting,none,fixed_0p5,global,DiffWalk,single_feature_probability_delta,20.0,1.224744871391589,18.926463787289876,21.073536212710124,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,HighBP,linear_shap_approximation,2.0,0.7071067811865476,1.3801935786069977,2.6198064213930023,5,-0.01647030840975474,0.4020294522061687,-0.36886466057303313,0.3359240437535237,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,HighBP,linear_shap_approximation,2.0,0.7071067811865476,1.3801935786069977,2.6198064213930023,5,-0.01647030840975474,0.4020294522061687,-0.36886466057303313,0.3359240437535237,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,Age,linear_shap_approximation,2.8,2.4899799195977463,0.6174363697706315,4.982563630229368,5,-0.30562664676228996,0.4487918049632756,-0.6990100083502329,0.087756714825653,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,Age,linear_shap_approximation,2.8,2.4899799195977463,0.6174363697706315,4.982563630229368,5,-0.30562664676228996,0.4487918049632756,-0.6990100083502329,0.087756714825653,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,GenHlth,linear_shap_approximation,3.0,1.224744871391589,1.9264637872898747,4.073536212710126,5,-0.3029370966597254,0.4188280939955584,-0.6700561075715356,0.06418191425208475,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,GenHlth,linear_shap_approximation,3.0,1.224744871391589,1.9264637872898747,4.073536212710126,5,-0.3029370966597254,0.4188280939955584,-0.6700561075715356,0.06418191425208475,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,HighChol,linear_shap_approximation,3.6,0.5477225575051661,3.119900010414497,4.080099989585503,5,-0.013095065220848223,0.3189001052677721,-0.2926233320777945,0.266433201636098,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,HighChol,linear_shap_approximation,3.6,0.5477225575051661,3.119900010414497,4.080099989585503,5,-0.013095065220848223,0.3189001052677721,-0.2926233320777945,0.266433201636098,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,BMI,linear_shap_approximation,5.2,3.2710854467592254,2.3327671876877525,8.067232812312248,5,-0.20125603379273072,0.22140099886021344,-0.39532256581794467,-0.007189501767516759,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,BMI,linear_shap_approximation,5.2,3.2710854467592254,2.3327671876877525,8.067232812312248,5,-0.20125603379273072,0.22140099886021344,-0.39532256581794467,-0.007189501767516759,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,Sex,linear_shap_approximation,5.4,0.5477225575051662,4.919900010414497,5.880099989585504,5,0.10303255775613396,0.13088198911708812,-0.01169056392477516,0.21775567943704308,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,Sex,linear_shap_approximation,5.4,0.5477225575051662,4.919900010414497,5.880099989585504,5,0.10303255775613396,0.13088198911708812,-0.01169056392477516,0.21775567943704308,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,Income,linear_shap_approximation,6.6,0.5477225575051662,6.119900010414496,7.080099989585503,5,-0.08880625696371158,0.03096417839695866,-0.11594755600681936,-0.06166495792060381,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,Income,linear_shap_approximation,6.6,0.5477225575051662,6.119900010414496,7.080099989585503,5,-0.08880625696371158,0.03096417839695866,-0.11594755600681936,-0.06166495792060381,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,CholCheck,linear_shap_approximation,7.6,0.5477225575051662,7.119900010414496,8.080099989585502,5,0.04873788766833016,0.0013938297723515476,0.04751614200527404,0.04995963333138628,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,CholCheck,linear_shap_approximation,7.6,0.5477225575051662,7.119900010414496,8.080099989585502,5,0.04873788766833016,0.0013938297723515476,0.04751614200527404,0.04995963333138628,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,HvyAlcoholConsump,linear_shap_approximation,9.0,0.7071067811865476,8.380193578606997,9.619806421393003,5,0.04077244160203794,0.0008513007641367768,0.04002624358189826,0.04151863962217762,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,HvyAlcoholConsump,linear_shap_approximation,9.0,0.7071067811865476,8.380193578606997,9.619806421393003,5,0.04077244160203794,0.0008513007641367768,0.04002624358189826,0.04151863962217762,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,PhysHlth,linear_shap_approximation,11.2,1.3038404810405297,10.057133428610321,12.342866571389678,5,0.02745112703137518,0.005894559904422406,0.02228431746703178,0.03261793659571858,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,PhysHlth,linear_shap_approximation,11.2,1.3038404810405297,10.057133428610321,12.342866571389678,5,0.02745112703137518,0.005894559904422406,0.02228431746703178,0.03261793659571858,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,HeartDiseaseorAttack,linear_shap_approximation,11.6,0.5477225575051662,11.119900010414497,12.080099989585502,5,-0.02420195395962152,0.001592392419429776,-0.025597747456728052,-0.022806160462514987,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,HeartDiseaseorAttack,linear_shap_approximation,11.6,0.5477225575051662,11.119900010414497,12.080099989585502,5,-0.02420195395962152,0.001592392419429776,-0.025597747456728052,-0.022806160462514987,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,Fruits,linear_shap_approximation,12.2,1.0954451150103321,11.239800020828994,13.160199979171004,5,-0.0007273284674828004,0.025159957060179875,-0.022781003192117684,0.02132634625715208,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,Fruits,linear_shap_approximation,12.2,1.0954451150103321,11.239800020828994,13.160199979171004,5,-0.0007273284674828004,0.025159957060179875,-0.022781003192117684,0.02132634625715208,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,DiffWalk,linear_shap_approximation,13.6,1.140175425099138,12.600592175335814,14.599407824664185,5,-0.016000678510930257,0.002263035483151697,-0.017984316571852198,-0.014017040450008319,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,DiffWalk,linear_shap_approximation,13.6,1.140175425099138,12.600592175335814,14.599407824664185,5,-0.016000678510930257,0.002263035483151697,-0.017984316571852198,-0.014017040450008319,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,Education,linear_shap_approximation,13.8,5.674504383644442,8.82607760414379,18.77392239585621,5,-0.02046040844980466,0.020634579537313583,-0.03854741488256792,-0.0023734020170414066,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,Education,linear_shap_approximation,13.8,5.674504383644442,8.82607760414379,18.77392239585621,5,-0.02046040844980466,0.020634579537313583,-0.03854741488256792,-0.0023734020170414066,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,PhysActivity,linear_shap_approximation,15.2,1.6431676725154982,13.75970003124349,16.64029996875651,5,-0.01185940472589414,0.002717713583849419,-0.014241585714103996,-0.009477223737684285,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,PhysActivity,linear_shap_approximation,15.2,1.6431676725154982,13.75970003124349,16.64029996875651,5,-0.01185940472589414,0.002717713583849419,-0.014241585714103996,-0.009477223737684285,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,MentHlth,linear_shap_approximation,15.6,1.1401754250991378,14.600592175335814,16.599407824664183,5,0.01167854624825692,0.0023999381195587187,0.009574907735623406,0.013782184760890433,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,MentHlth,linear_shap_approximation,15.6,1.1401754250991378,14.600592175335814,16.599407824664183,5,0.01167854624825692,0.0023999381195587187,0.009574907735623406,0.013782184760890433,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,Veggies,linear_shap_approximation,17.4,2.3021728866442674,15.382056492366548,19.41794350763345,5,-0.007241221172861962,0.004208552094594673,-0.010930179732444185,-0.0035522626132797387,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,Veggies,linear_shap_approximation,17.4,2.3021728866442674,15.382056492366548,19.41794350763345,5,-0.007241221172861962,0.004208552094594673,-0.010930179732444185,-0.0035522626132797387,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,Stroke,linear_shap_approximation,17.6,1.51657508881031,16.27066332330745,18.929336676692554,5,-0.006600411431375519,0.0017800489696254882,-0.00816069314712505,-0.005040129715625988,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,Stroke,linear_shap_approximation,17.6,1.51657508881031,16.27066332330745,18.929336676692554,5,-0.006600411431375519,0.0017800489696254882,-0.00816069314712505,-0.005040129715625988,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,Smoker,linear_shap_approximation,18.6,1.9493588689617927,16.891311614132057,20.308688385867946,5,0.0015825494270130798,0.006098871533309672,-0.00376334717611829,0.006928446030144449,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,Smoker,linear_shap_approximation,18.6,1.9493588689617927,16.891311614132057,20.308688385867946,5,0.0015825494270130798,0.006098871533309672,-0.00376334717611829,0.006928446030144449,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,AnyHealthcare,linear_shap_approximation,19.4,0.8944271909999159,18.616,20.183999999999997,5,0.0037383389755127595,0.000843934683434132,0.0029985976097871934,0.0044780803412383255,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,AnyHealthcare,linear_shap_approximation,19.4,0.8944271909999159,18.616,20.183999999999997,5,0.0037383389755127595,0.000843934683434132,0.0029985976097871934,0.0044780803412383255,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,calib_f1_optimal,global,NoDocbcCost,linear_shap_approximation,19.6,1.6733200530681511,18.133270304384617,21.066729695615386,5,-0.0031206277206489,0.001656789945859227,-0.004572868138453636,-0.0016683873028441642,5
cdc,audit,shared,shared,shared,centralized,not_applicable,logistic_regression,none,fixed_0p5,global,NoDocbcCost,linear_shap_approximation,19.6,1.6733200530681511,18.133270304384617,21.066729695615386,5,-0.0031206277206489,0.001656789945859227,-0.004572868138453636,-0.0016683873028441642,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,Age,single_feature_probability_delta,3.4,2.073644135332772,1.5823707748828422,5.217629225117157,5,-0.027251813269703506,0.05071060291729243,-0.07170161654850499,0.01719799000909798,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,Age,single_feature_probability_delta,3.4,2.073644135332772,1.5823707748828422,5.217629225117157,5,-0.027251813269703506,0.05071060291729243,-0.07170161654850499,0.01719799000909798,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,GenHlth,single_feature_probability_delta,4.6,7.503332592921629,-1.9769610003405074,11.176961000340507,5,-0.12615010583790673,0.0847123282036625,-0.20040373540100623,-0.05189647627480723,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,GenHlth,single_feature_probability_delta,4.6,7.503332592921629,-1.9769610003405074,11.176961000340507,5,-0.12615010583790673,0.0847123282036625,-0.20040373540100623,-0.05189647627480723,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,Income,single_feature_probability_delta,5.8,2.04939015319192,4.00363032757731,7.596369672422689,5,-0.014084846765290598,0.013704688293821795,-0.026097535702379604,-0.0020721578282015905,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,Income,single_feature_probability_delta,5.8,2.04939015319192,4.00363032757731,7.596369672422689,5,-0.014084846765290598,0.013704688293821795,-0.026097535702379604,-0.0020721578282015905,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,BMI,single_feature_probability_delta,6.0,5.656854249492381,1.0415486288559812,10.958451371144019,5,-0.02224209734928054,0.034817465193445016,-0.0527609511881767,0.008276756489615619,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,BMI,single_feature_probability_delta,6.0,5.656854249492381,1.0415486288559812,10.958451371144019,5,-0.02224209734928054,0.034817465193445016,-0.0527609511881767,0.008276756489615619,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,MentHlth,single_feature_probability_delta,6.2,1.7888543819998317,4.632000000000001,7.768,5,0.0055945158953297405,0.004765210975283278,0.0014176243135280405,0.009771407477131441,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,MentHlth,single_feature_probability_delta,6.2,1.7888543819998317,4.632000000000001,7.768,5,0.0055945158953297405,0.004765210975283278,0.0014176243135280405,0.009771407477131441,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,Sex,single_feature_probability_delta,7.0,6.782329983125268,1.055025651863585,12.944974348136416,5,0.014901095235992659,0.013295035241062006,0.003247483031582841,0.026554707440402475,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,Sex,single_feature_probability_delta,7.0,6.782329983125268,1.055025651863585,12.944974348136416,5,0.014901095235992659,0.013295035241062006,0.003247483031582841,0.026554707440402475,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,PhysHlth,single_feature_probability_delta,7.2,1.7888543819998317,5.632000000000001,8.768,5,-0.0036222561036806994,0.002745581258385549,-0.006028864185628504,-0.0012156480217328947,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,PhysHlth,single_feature_probability_delta,7.2,1.7888543819998317,5.632000000000001,8.768,5,-0.0036222561036806994,0.002745581258385549,-0.006028864185628504,-0.0012156480217328947,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,HighBP,single_feature_probability_delta,7.6,6.50384501660364,1.8991284876783965,13.300871512321603,5,0.07864589253148146,0.10827643720924988,-0.016262589261375707,0.17355437432433862,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,HighBP,single_feature_probability_delta,7.6,6.50384501660364,1.8991284876783965,13.300871512321603,5,0.07864589253148146,0.10827643720924988,-0.016262589261375707,0.17355437432433862,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,HighChol,single_feature_probability_delta,10.0,6.855654600401044,3.9907537910316915,16.009246208968307,5,0.0523273784294759,0.07911962911453634,-0.017024034239956597,0.12167879109890839,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,HighChol,single_feature_probability_delta,10.0,6.855654600401044,3.9907537910316915,16.009246208968307,5,0.0523273784294759,0.07911962911453634,-0.017024034239956597,0.12167879109890839,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,Smoker,single_feature_probability_delta,10.4,2.701851217221259,8.031722989175464,12.768277010824537,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,Smoker,single_feature_probability_delta,10.4,2.701851217221259,8.031722989175464,12.768277010824537,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,PhysActivity,single_feature_probability_delta,10.6,2.1908902300206643,8.679600041657988,12.520399958342011,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,fixed_0p5,global,PhysActivity,single_feature_probability_delta,10.6,2.1908902300206643,8.679600041657988,12.520399958342011,5,0.0,0.0,0.0,0.0,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,Fruits,single_feature_probability_delta,10.8,1.6431676725154982,9.359700031243491,12.24029996875651,5,0.00047643377073915995,0.0006886059100505663,-0.00012715592209665933,0.0010800234635749792,5
cdc,audit,shared,shared,shared,centralized,not_applicable,random_forest,none,calib_f1_optimal,global,HeartDiseaseorAttack,single_feature_probability_delta,10.8,1.7888543819998317,9.232000000000001,12.368,5,0.0,0.0,0.0,0.0,5
