dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,accuracy_n,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,precision_n,recall_mean,recall_std,recall_ci95_low,recall_ci95_high,recall_n,specificity_mean,specificity_std,specificity_ci95_low,specificity_ci95_high,specificity_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,balanced_accuracy_n,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,f1_n,pr_auc_mean,pr_auc_std,pr_auc_ci95_low,pr_auc_ci95_high,pr_auc_n,brier_mean,brier_std,brier_ci95_low,brier_ci95_high,brier_n,log_loss_mean,log_loss_std,log_loss_ci95_low,log_loss_ci95_high,log_loss_n,ece_mean,ece_std,ece_ci95_low,ece_ci95_high,ece_n,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high,roc_auc_n,selection_rate_mean,selection_rate_std,selection_rate_ci95_low,selection_rate_ci95_high,selection_rate_n,decision_threshold_mean,decision_threshold_std,decision_threshold_ci95_low,decision_threshold_ci95_high,decision_threshold_n,centralized_roc_auc_mean,centralized_f1_mean,centralized_ece_mean,roc_auc_gap_vs_centralized,f1_gap_vs_centralized,ece_gap_vs_centralized
cdc,audit,5,non_iid,0.5,federated,fedavg,mlp,federated_sigmoid,calib_f1_optimal,0.801777830337433,0.0093419485277229,0.7935892514129184,0.8099664092619476,5,0.3733834000846195,0.0103640243016654,0.3642989322438979,0.3824678679253412,5,0.6189277125477436,0.033301088557136,0.5897380214342529,0.6481174036612343,5,0.8313783864245311,0.016203630186962,0.8171752783410476,0.8455814945080146,5,0.7251530494861373,0.0086296709576926,0.7175888093792736,0.7327172895930011,5,0.4651959685590918,0.0024971287120721,0.4630071387359779,0.4673847983822056,5,0.4208861359539349,0.0036540245549494,0.4176832422137773,0.4240890296940925,5,0.1008408104954151,0.0017990931705217,0.0992638358015753,0.1024177851892549,5,0.3345550657044897,0.0079688265563922,0.3275700812551382,0.3415400501538411,5,0.0450543374646812,0.0164408218388177,0.0306433217315579,0.0594653531978045,5,0.826158879683123,0.0019807868354334,0.8244226434700404,0.8278951158962056,5,0.2313623462630084,0.0185678520937471,0.2150869063077185,0.2476377862182984,5,0.15938,0.0196512595016197,0.1421549115810687,0.1766050884189312,5,0.8297323093544712,0.4701265466580519,0.0970842550820826,-0.003573429671348216,-0.004930578098960137,-0.052029917617401396
