dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,threshold,group_feature,group_value,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,accuracy_n,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,precision_n,recall_mean,recall_std,recall_ci95_low,recall_ci95_high,recall_n,specificity_mean,specificity_std,specificity_ci95_low,specificity_ci95_high,specificity_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,balanced_accuracy_n,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,f1_n,pr_auc_mean,pr_auc_std,pr_auc_ci95_low,pr_auc_ci95_high,pr_auc_n,selection_rate_mean,selection_rate_std,selection_rate_ci95_low,selection_rate_ci95_high,selection_rate_n,demographic_parity_difference_mean,demographic_parity_difference_std,demographic_parity_difference_ci95_low,demographic_parity_difference_ci95_high,demographic_parity_difference_n,equalized_odds_difference_mean,equalized_odds_difference_std,equalized_odds_difference_ci95_low,equalized_odds_difference_ci95_high,equalized_odds_difference_n,selected_threshold_mean,selected_threshold_std,selected_threshold_ci95_low,selected_threshold_ci95_high,selected_threshold_n,is_selected_threshold_mean,is_selected_threshold_std,is_selected_threshold_ci95_low,is_selected_threshold_ci95_high,is_selected_threshold_n,fairness_total_gap
cdc,audit,3,non_iid,0.1,local_only,not_applicable,random_forest,isotonic,calib_f1_optimal,0.0649,sex,aggregate,0.8262180700094608,0.0,0.8262180700094608,0.8262180700094608,1,0.3956293288750895,0.0,0.3956293288750895,0.3956293288750895,1,0.4686660065072853,0.0,0.4686660065072853,0.4686660065072853,1,0.8845071783538196,0.0,0.8845071783538196,0.8845071783538196,1,0.6765865924305525,0.0,0.6765865924305525,0.6765865924305525,1,0.4290617108074856,0.0,0.4290617108074856,0.4290617108074856,1,0.3793257722588854,0.0,0.3793257722588854,0.3793257722588854,1,0.1658489309007031,0.0,0.1658489309007031,0.1658489309007031,1,0.0131915852094023,0.0,0.0131915852094023,0.0131915852094023,1,0.0129343122042499,0.0,0.0129343122042499,0.0129343122042499,1,0.1,0.0,0.1,0.1,1,0.0,0.0,0.0,0.0,1,0.026125897413652198
