dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,bin,lower,upper,count_mean,count_std,count_ci95_low,count_ci95_high,count_n,avg_predicted_risk_mean,avg_predicted_risk_std,avg_predicted_risk_ci95_low,avg_predicted_risk_ci95_high,avg_predicted_risk_n,observed_event_rate_mean,observed_event_rate_std,observed_event_rate_ci95_low,observed_event_rate_ci95_high,observed_event_rate_n
cdc,audit,5,non_iid,0.5,local_only,not_applicable,gradient_boosting,sigmoid,fixed_0p5,7,0.6000000000000001,0.7000000000000001,1212.125,1595.6738609917047,573.7224966300194,1850.5275033699809,24,0.6496260251949572,0.0040136828813844,0.6478212532675944,0.6514307971223199,19,0.4949683940000383,0.2054266752741288,0.4025972955294147,0.5873394924706619,19
cdc,audit,5,non_iid,0.5,local_only,not_applicable,gradient_boosting,sigmoid,fixed_0p5,8,0.7000000000000001,0.8,1166.8333333333333,1845.0802896791024,428.6474767838719,1905.0191898827948,24,0.746236052333434,0.0079832689199686,0.7426463368374312,0.7498257678294369,19,0.5138391673884142,0.2088632488735275,0.4199227969713504,0.607755537805478,19
cdc,audit,5,non_iid,0.5,local_only,not_applicable,gradient_boosting,sigmoid,fixed_0p5,9,0.8,0.9,1307.2916666666667,3977.4364966828734,-284.0143505287058,2898.597683862039,24,0.8333861601466039,0.0212823020221285,0.8238164700703553,0.8429558502228526,19,0.5613229899389031,0.189650521250089,0.4760457154563166,0.6466002644214895,19
cdc,audit,5,non_iid,0.5,local_only,not_applicable,gradient_boosting,sigmoid,fixed_0p5,10,0.9,1.0,2500.708333333333,10428.876801746892,-1671.711369922646,6673.128036589313,24,0.924299412755627,0.0283300692977687,0.9046676763259286,0.9439311491853254,8,0.5451648147261857,0.2565228591703631,0.3674035425424348,0.7229260869099366,8
cdc,audit,5,non_iid,0.5,local_only,not_applicable,logistic_regression,isotonic,calib_f1_optimal,1,0.0,0.1,27660.25,14462.19674590936,21874.16624408785,33446.33375591215,24,0.0265688534651775,0.0106156473791251,0.0222303630987117,0.0309073438316433,23,0.049996616125069,0.0432322706220439,0.0323280950339288,0.0676651372162093,23
cdc,audit,5,non_iid,0.5,local_only,not_applicable,logistic_regression,isotonic,calib_f1_optimal,2,0.1,0.2,6325.583333333333,3839.860798163829,4789.319058993136,7861.84760767353,24,0.1405224432376148,0.0179993546093068,0.1328239921082481,0.1482208943669816,21,0.174476471106312,0.1443453206667041,0.1127389576773131,0.2362139845353109,21
cdc,audit,5,non_iid,0.5,local_only,not_applicable,logistic_regression,isotonic,calib_f1_optimal,3,0.2,0.3,3588.0,3616.473853138549,2141.1091173099494,5034.890882690051,24,0.2453383970982765,0.0139958353657649,0.2392044517994463,0.2514723423971067,20,0.2578655537904491,0.2288661338475476,0.1575605481164354,0.3581705594644628,20
cdc,audit,5,non_iid,0.5,local_only,not_applicable,logistic_regression,isotonic,calib_f1_optimal,4,0.3,0.4,3008.0,2675.14935787827,1937.7173509524807,4078.282649047519,24,0.3471608718701465,0.0173785240007293,0.339544397911355,0.354777345828938,20,0.3043686465028898,0.237139714954481,0.2004375840334737,0.4082997089723058,20
cdc,audit,5,non_iid,0.5,local_only,not_applicable,logistic_regression,isotonic,calib_f1_optimal,5,0.4,0.5,2707.9166666666665,4042.573673515067,1090.5503512056564,4325.282982127676,24,0.4426278145374785,0.0261362796679731,0.4311730849262379,0.454082544148719,20,0.3887496401837099,0.2238223704229513,0.2906551612941419,0.486844119073278,20
cdc,audit,5,non_iid,0.5,local_only,not_applicable,logistic_regression,isotonic,calib_f1_optimal,6,0.5,0.6000000000000001,1725.75,2238.1652472310984,830.2974067614292,2621.202593238571,24,0.5417072600553653,0.0264754181281287,0.530103896460589,0.5533106236501416,20,0.4431907134635299,0.209569072650239,0.3513430177477347,0.5350384091793251,20
cdc,audit,5,non_iid,0.5,local_only,not_applicable,logistic_regression,isotonic,calib_f1_optimal,7,0.6000000000000001,0.7000000000000001,884.8333333333334,1913.752918190867,119.17270325611582,1650.4939634105508,24,0.6458336817787642,0.0222931590044569,0.6349100338665803,0.6567573296909481,16,0.3877331472109756,0.2223978923156049,0.2787581799763292,0.496708114445622,16
