dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,accuracy_n,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,precision_n,recall_mean,recall_std,recall_ci95_low,recall_ci95_high,recall_n,specificity_mean,specificity_std,specificity_ci95_low,specificity_ci95_high,specificity_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,balanced_accuracy_n,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,f1_n,pr_auc_mean,pr_auc_std,pr_auc_ci95_low,pr_auc_ci95_high,pr_auc_n,brier_mean,brier_std,brier_ci95_low,brier_ci95_high,brier_n,log_loss_mean,log_loss_std,log_loss_ci95_low,log_loss_ci95_high,log_loss_n,ece_mean,ece_std,ece_ci95_low,ece_ci95_high,ece_n,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high,roc_auc_n,selection_rate_mean,selection_rate_std,selection_rate_ci95_low,selection_rate_ci95_high,selection_rate_n,decision_threshold_mean,decision_threshold_std,decision_threshold_ci95_low,decision_threshold_ci95_high,decision_threshold_n,cumulative_communication_bytes_mean,cumulative_communication_bytes_std,cumulative_communication_bytes_ci95_low,cumulative_communication_bytes_ci95_high,cumulative_communication_bytes_n
cdc,audit,3,non_iid,1.0,federated,fedprox,logistic,none,calib_f1_optimal,0.8017226426994639,0.0122402058071671,0.7909936292600458,0.812451656138882,5,0.3711151255205761,0.0145348915164869,0.3583747313738078,0.3838555196673444,5,0.6018673079643515,0.037448579321349,0.5690421809072064,0.6346924350214966,5,0.8340760757551469,0.0202293720001579,0.8163442493888291,0.8518079021214646,5,0.7179716918597492,0.0087476793895571,0.7103040128016631,0.7256393709178353,5,0.45824159908741,0.002410212360083,0.4561289548058865,0.4603542433689335,5,0.4014259609582071,0.0042130277883305,0.3977330792800924,0.4051188426363217,5,0.1006118293779693,0.001705814354953,0.0991166171709386,0.1021070415849999,5,0.3254861024644379,0.005742328688035,0.3204527294445651,0.3305194754843106,5,0.0271718733242622,0.0138511403473563,0.0150308135022913,0.0393129331462332,5,0.8211911203523504,0.001836318903832,0.8195815158645946,0.8228007248401062,5,0.226663513087354,0.0226030929007375,0.2068510286140595,0.2464759975606486,5,0.18082,0.0351396072829506,0.1500187761697688,0.2116212238302312,5,31680.0,0.0,31680.0,31680.0,1
