dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,accuracy_n,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,precision_n,recall_mean,recall_std,recall_ci95_low,recall_ci95_high,recall_n,specificity_mean,specificity_std,specificity_ci95_low,specificity_ci95_high,specificity_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,balanced_accuracy_n,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,f1_n,pr_auc_mean,pr_auc_std,pr_auc_ci95_low,pr_auc_ci95_high,pr_auc_n,brier_mean,brier_std,brier_ci95_low,brier_ci95_high,brier_n,log_loss_mean,log_loss_std,log_loss_ci95_low,log_loss_ci95_high,log_loss_n,ece_mean,ece_std,ece_ci95_low,ece_ci95_high,ece_n,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high,roc_auc_n,selection_rate_mean,selection_rate_std,selection_rate_ci95_low,selection_rate_ci95_high,selection_rate_n,decision_threshold_mean,decision_threshold_std,decision_threshold_ci95_low,decision_threshold_ci95_high,decision_threshold_n,showcase_role,showcase_run_type,centralized_roc_auc_mean,centralized_f1_mean,centralized_pr_auc_mean,centralized_ece_mean,centralized_model,centralized_calibration,centralized_threshold_strategy,roc_auc_gap_vs_centralized,f1_gap_vs_centralized,pr_auc_gap_vs_centralized,ece_gap_vs_centralized
cdc,audit,3,iid,0.5,federated,fedavg,mlp,federated_isotonic,calib_f1_optimal,0.8050220750551876,0.0085982331461773,0.7974853914050998,0.8125587587052755,5,0.3775633567885871,0.0104720895360347,0.3683841655935242,0.3867425479836499,5,0.6121657943131984,0.0253777977254528,0.5899211738265243,0.6344104147998725,5,0.8362424714315158,0.0139303867886207,0.8240319490411252,0.8484529938219063,5,0.7242041328723571,0.0061564551372271,0.7188077620149481,0.729600503729766,5,0.4666576581515586,0.003670062493482,0.4634407065384561,0.469874609764661,5,0.4164956424010955,0.0052208063011145,0.4119194039087282,0.4210718808934628,5,0.0976154307495279,0.0004560074023814,0.0972157226379404,0.0980151388611154,5,0.3154723870668711,0.0015143280844007,0.3141450199763839,0.3167997541573583,5,0.0041640215942737,0.0010575236531958,0.0032370612419406,0.0050909819466067,5,0.8259235754069163,0.0025816241788046,0.8236606820416998,0.8281864687721328,5,0.2262338379060233,0.0154457203778217,0.2126950670613281,0.2397726087507184,5,0.2312999999999999,0.0235193537326177,0.2106843774966652,0.2519156225033346,5,best_federated_decision,,0.8297323093544712,0.4701265466580519,0.4298274023289644,0.0970842550820826,xgboost,none,calib_f1_optimal,-0.0038087339475548765,-0.0034688885064933506,-0.013331759927868891,-0.0929202334878089
